	Original ID	Gene Name in CARD	ARO	Database
591	argannot~~~(Bla)blaCTX-M-97~~~HM776707:1-876	CTX-M-97	3005667	argannot
592	argannot~~~(AGly)aac6-Iw~~~AF031331:1-441	AAC(6')-Iw	3002567	argannot
593	argannot~~~(Bla)blaCMY-49~~~GQ402541:1-1146	CMY-49	3002060	argannot
594	argannot~~~(Bla)blaACT-2~~~AM076977:1-1146	ACT-2	3001822	argannot
595	argannot~~~(Tet)tetW~~~AJ222769:3687-5606	tetW	3000194	argannot
596	argannot~~~(MLS)erm(Q)~~~L22689:262-1035	ErmQ	3000593	argannot
597	argannot~~~(Bla)blaCMY-135~~~KP981366:1-1146	CMY-135	3004778	argannot
598	argannot~~~(Bla)blaCTX-M-78~~~AM982522:1-876	CTX-M-78	3001939	argannot
599	argannot~~~(Bla)blaOXA-118~~~AF371964:119-919	OXA-118	3001768	argannot
600	argannot~~~(AGly)ant6-Ib~~~FN594949:27482-28339	ANT(6)-Ib	3002629	argannot
601	argannot~~~(Bla)BLA-1~~~AY453161:501-1430	Bla1	3000090	argannot
602	argannot~~~(Bla)blaTEM-159~~~EF136376:1-861	TEM-159	3001025	argannot
603	argannot~~~(Bla)blaSHV-43~~~AY065991:7-867	SHV-43	3001101	argannot
604	argannot~~~(Bla)blaOXA-147~~~FJ848783:1271-2071	OXA-147	3001801	argannot
605	argannot~~~(Bla)blaGES-21~~~JQ772478:141-1004	GES-21	3002350	argannot
606	argannot~~~(Gly)vanZ-A~~~M97297:10116-10601	vanZ gene in vanA cluster	3002962	argannot
607	argannot~~~(Bla)blaCTX-M-90~~~FJ907381:1-876	CTX-M-90	3001950	argannot
608	argannot~~~(Bla)blaTEM-150~~~AM183304:209-1069	TEM-150	3001017	argannot
609	argannot~~~(Bla)blaSHV-105~~~FJ194944:47-907	SHV-105	3001154	argannot
610	argannot~~~(Bla)blaCIA-4~~~AB674568:1-879	CIA-4	3004771	argannot
611	argannot~~~(AGly)aphA16~~~NG_051908:101-889	APH(3')-IIIa	3002647	argannot
612	argannot~~~(Bla)blaCTX-M-4~~~Y14156:1-876	CTX-M-4	3001867	argannot
613	argannot~~~(Bla)blaOXA-197~~~HQ425495:1-822	OXA-197	3001482	argannot
614	argannot~~~(Bla)blaVIM-2~~~AY884050:551-1351	VIM-2	3002272	argannot
615	argannot~~~(Flq)qnrB26~~~HQ386846:1-681	QnrB26	3002741	argannot
616	argannot~~~(Bla)blaSHV-110~~~HQ877614:1-861	SHV-110	3001159	argannot
617	argannot~~~(Bla)blaFRI-3~~~KY524440:1-885	FRI-3	3004799	argannot
618	argannot~~~(Bla)blaIMP-34~~~AB715422:1696-2436	IMP-34	3002225	argannot
619	argannot~~~(Bla)blaADC-20~~~NG_048645:1-1152	ADC-20	3003864	argannot
620	argannot~~~(Bla)blaOXA-196~~~HQ425494:1-822	OXA-196	3001481	argannot
621	argannot~~~(Bla)blaOXA-553~~~KY682755:1-888	OXA-553	3005777	argannot
622	argannot~~~(Gly)vanY-Pt2~~~DQ018711:6234-7133	vanY gene in vanA cluster	3002955	argannot
623	argannot~~~(Tmt)dfrA3~~~J03306:103-591	dfrA3	3003105	argannot
624	argannot~~~(Bla)blaVIM-37~~~JX982636:1-801	VIM-37	3002307	argannot
625	argannot~~~(Gly)vanXY-L~~~EU250284:1997-2578	vanXY gene in vanL cluster	3002968	argannot
626	argannot~~~(Bla)blaLAP-1~~~EF026092:1-858	LAP-1	3004825	argannot
627	argannot~~~(Bla)blaCTX-M-65~~~EF418608:10-885	CTX-M-65	3001926	argannot
628	argannot~~~(Bla)blaLRA-10~~~NG_055767:101-1228	LRA-10	3002489	argannot
629	argannot~~~(Bla)blaOXA-91~~~DQ519086:1199-2023	OXA-91	3001627	argannot
630	argannot~~~(Bla)blaACT-12~~~JX440355:752-1897	ACT-12	3001834	argannot
631	argannot~~~(Bla)CARB-2~~~HQ157204:747-1613	CARB-53	3005587	argannot
632	argannot~~~(Bla)blaCSA-2~~~NG_062211:101-1228	CSA-2	3006870	argannot
633	argannot~~~(MLS)mph(F)~~~NG_047997:101-1000	mphF	3003071	argannot
634	argannot~~~(Col)mcr-3.29~~~NG_064791:1-1626	MCR-3.4	3004691	argannot
635	argannot~~~(AGly)aac3-I~~~AJ877225:5293-5757			argannot
636	argannot~~~(Fcd)fusC~~~AB930126:21931-22569	fusC	3003733	argannot
637	argannot~~~(AGly)aac6~~~DQ302723:81-482	AAC(6')-29b	3002584	argannot
638	argannot~~~(Bla)blaVIM-6~~~AY165025:1-801	VIM-6	3002276	argannot
639	argannot~~~(Col)mcr-4.2~~~MG459157:1-1626	MCR-4.2	3004694	argannot
640	argannot~~~(Bla)blaVIM-29~~~JX311308:1-801	VIM-29	3002299	argannot
641	argannot~~~(Bla)blaCMY-5~~~Y17716:2374-3519	CMY-5	3002016	argannot
642	argannot~~~(Bla)blaCTX-M-83~~~FJ214366:1-876	CTX-M-83	3001944	argannot
643	argannot~~~(Bla)blaOXA-55~~~AY343493:77-946	OXA-55	3001813	argannot
644	argannot~~~(Bla)blaTEM-28~~~ECU37195:76-936	TEM-28	3000898	argannot
645	argannot~~~(Bla)blaCARB-22~~~NG_048725:101	CARB-22	3003151	argannot
646	argannot~~~(Tet)tetH~~~EF460464:6286-7839	FRI-1	3004797	argannot
647	argannot~~~(Bla)blaSHV-187~~~LN515533:1-867	SHV-187	3003154	argannot
648	argannot~~~(Bla)blaTEM-178~~~X97254:154-1011	TEM-178	3001043	argannot
649	argannot~~~(Bla)blaOXA-138~~~EU670845:1-828	OXA-138	3001655	argannot
650	argannot~~~(Bla)blaARL-4~~~NG_054947:101-949	ARL-4	3004737	argannot
651	argannot~~~(Bla)CARB-6~~~AF030945:96-962	CARB-6	3002245	argannot
652	argannot~~~(Bla)blaADC-10~~~NG_048634:1-1167	ADC-10	3003855	argannot
653	argannot~~~(Bla)blaACT-7~~~FJ237368:1-1146	ACT-7	3001830	argannot
654	argannot~~~(Phe)catA2~~~X53796:187-903	catII from Escherichia coli K-12	3004656	argannot
655	argannot~~~(MLS)lmr(A)~~~X59926:318-1763	efpA	3003955	argannot
656	argannot~~~(Bla)blaCTX-M-107~~~JF274244:1-864	CTX-M-107	3001967	argannot
657	argannot~~~(Bla)blaSHV-120~~~JF812965:1-861	SHV-120	3001167	argannot
658	argannot~~~(Bla)blaCTX-M-100~~~FR682582:1-876	CTX-M-100	3001959	argannot
659	argannot~~~(Bla)blaOXA-51~~~DQ385606:669-1493	OXA-51	3001612	argannot
660	argannot~~~(Bla)blaOXA-801~~~NG_064759:1-822	OXA-801	3006001	argannot
661	argannot~~~(Bla)blaSHV-38~~~GQ407124:1-861	SHV-38	3001096	argannot
662	argannot~~~(Tmt)dfrA29~~~AM237806:615-1086	dfrA7	3002862	argannot
663	argannot~~~(Bla)blaOXA-106~~~EF650032:1-825	OXA-106	3001637	argannot
664	argannot~~~(Bla)blaKPC-11~~~HM066995:1-882	KPC-11	3002321	argannot
665	argannot~~~(Bla)blaTEM-87~~~AF250872:1-861	TEM-87	3000954	argannot
666	argannot~~~(AGly)aac-IIIa~~~X55652:1124-1939	AAC(3)-IIIa	3002536	argannot
667	argannot~~~(Bla)blaTMB-2~~~AB758278:99-836	TMB-2	3004106	argannot
668	argannot~~~(AGly)rmtF~~~JQ808129:55-876	rmtF	3002666	argannot
669	argannot~~~(Bla)blaCIA-3~~~AB674567:1-879	CIA-3	3004770	argannot
670	argannot~~~(AGly)aac6-Ic~~~M94066:1554-1994	AAC(6')-Ic	3002549	argannot
671	argannot~~~(Tmt)dfrA13~~~Z50802:718-1215	dfrA13	3003012	argannot
672	argannot~~~(Bla)cfiA13~~~FM200787:3-752	CcrA	3000578	argannot
673	argannot~~~(Bla)blaCMY-87~~~AB699171:1-1143	CMY-87	3002100	argannot
674	argannot~~~(Ntmdz)NimB_Nitroimidazole_Gene~~~X71443:794-1288	Escherichia coli ampC1 beta-lactamase	3004611	argannot
675	argannot~~~(Bla)cphA1~~~NC_000918:1269541-1270521	TUS-1	3000844	argannot
676	argannot~~~(Bla)blaOXY1a~~~Y17715:147-1022	OXY-1-6	3002394	argannot
677	argannot~~~(Bla)blaORN1b~~~AY307387:170-1045	ORN-1	3006957	argannot
678	argannot~~~(Bla)blaSHV-18~~~EU684753:1-861	SHV-18	3001076	argannot
679	argannot~~~(Bla)blaB-2~~~AF189300:1-750	BlaB-2	3005533	argannot
680	argannot~~~(Bla)blaCTX-M-108~~~JF274245:1-864	CTX-M-108	3001968	argannot
681	argannot~~~(MLS)ere(A)~~~AY183453:2730-3950	EreA	3000361	argannot
682	argannot~~~(Bla)blaCMY-72~~~JX440352:1028-2173	CMY-72	3002085	argannot
683	argannot~~~(Fcyn)fosE~~~NG_051850:101-457	FosX	3000198	argannot
684	argannot~~~(Bla)blaTEM-48~~~Y10280:1-861	TEM-48	3000917	argannot
685	argannot~~~(Bla)blaTEM-183~~~HQ529916:111-971	TEM-183	3001045	argannot
686	argannot~~~(Bla)blaTEM-187~~~HM246246:212-1069	TEM-187	3001047	argannot
687	argannot~~~(Phe)fexA~~~JQ041372:14024-15451	fexA	3002704	argannot
688	argannot~~~(AGly)aadC~~~V01282:225-701	L1 beta-lactamase	3000582	argannot
689	argannot~~~(Bla)blaCMY-79~~~JQ733576:1028-2173	CMY-79	3002092	argannot
690	argannot~~~(Bla)blaBRO-2~~~Z54181:63-1007	BRO-2	3004762	argannot
691	argannot~~~(Bla)blaB-5~~~AF189303:1-750	BlaB-5	3005553	argannot
692	argannot~~~(Bla)blaTEM-79~~~AF190692:209-1069	TEM-79	3000946	argannot
693	argannot~~~(Gly)vanA-M~~~FJ349556:4857-5888	vanM	3002911	argannot
694	argannot~~~(Bla)blaCTX-M-48~~~AY847144:82-957	CTX-M-48	3001910	argannot
695	argannot~~~(Bla)blaOKP-A-9~~~AM051148:1-861	OKP-A-9	3002426	argannot
696	argannot~~~(AGly)aac(3)-IIIb~~~L06160:984-1721	AAC(3)-IIIb	3002537	argannot
697	argannot~~~(Col)mcr-1.12~~~LC337668:1-1626	MCR-1.12	3004689	argannot
698	argannot~~~(Bla)blaOXY1-3~~~AY077482:162-1037	OXY-1-3	3002391	argannot
699	argannot~~~(AGly)ant4-Ib~~~AJ506108:209-979	ANT(4')-Ia	3002623	argannot
700	argannot~~~(AGly)sat3~~~Z48231:221-763	SAT-3	3002898	argannot
701	argannot~~~(Bla)blaCMY-119~~~KM087845:1-1146	CMY-119	3002130	argannot
702	argannot~~~(MLS)erm(D)~~~M29832:430-1293	ErmD	3000495	argannot
703	argannot~~~(Col)mcr-3.27~~~NG_064790:1-1623	MCR-3.8	3004509	argannot
704	argannot~~~(Flq)qnrB18~~~AM919399:1-681	QnrB18	3002733	argannot
705	argannot~~~(Bla)blaSHV-189~~~KP050494:1-861	SHV-189	3003156	argannot
706	argannot~~~(Bla)blaCTX-M-136~~~KC351754:158-1033	CTX-M-136	3001995	argannot
707	argannot~~~(Bla)hugA~~~AF324468:221-2117	FONA-2	3004789	argannot
708	argannot~~~(Tet)tetT~~~L42544:478-2433	tetT	3000193	argannot
709	argannot~~~(AGly)aac6-Iy~~~AF144880:3452-3979	AAC(6')-Iy	3002569	argannot
710	argannot~~~(Bla)ampS~~~NC_014932:210005-211252	PST-1	3006976	argannot
711	argannot~~~(Bla)blaTEM-195~~~JN935137:1-861	TEM-195	3001055	argannot
712	argannot~~~(Tet)tetA-P~~~L20800:1063-2325	tetA(P)	3000180	argannot
713	argannot~~~(Bla)blaLEN-15~~~AF452105:1-840	LEN-15	3002478	argannot
714	argannot~~~(Phe)catA4~~~NG_047569:101-754	catA4	3004657	argannot
715	argannot~~~(Bla)CARB-4~~~AY913772:1600-2466	CARB-4	3002243	argannot
716	argannot~~~(Bla)blaOXA-251~~~JN118546:1762-2562	OXA-251	3001500	argannot
717	argannot~~~(Bla)blaMIR-3~~~AY743435:14-1159	MIR-3	3002169	argannot
718	argannot~~~(Bla)blaSHV-141~~~JQ388884:1-861	SHV-141	3001183	argannot
719	argannot~~~(MLS)vat(B)~~~U19459:67-705	vatB	3002841	argannot
720	argannot~~~(Flq)qnrB1~~~DQ351241:1-681	QnrB1	3002714	argannot
721	argannot~~~(Bla)blaCMY-26~~~AB300358:1-1146	CMY-26	3002037	argannot
722	argannot~~~(Mupirocin)mupB~~~NG_048009:91-3192	Staphylococcus aureus mupB conferring resistance to mupirocin	3000510	argannot
723	argannot~~~(Oxzln)OptrA_11~~~KX620934:1-1968	optrA	3003746	argannot
724	argannot~~~(Bla)blaCTX-M-104~~~HQ833652:245-1120	CTX-M-104	3001963	argannot
725	argannot~~~(Flq)qnr-AS~~~FM178379:1699484-1700140	QnrVC1	3002799	argannot
726	argannot~~~(AGly)rmtD~~~DQ914960:9632-8889	rmtD	3002667	argannot
727	argannot~~~(Bla)blaOXA-248~~~HE963769:1-825	OXA-248	3001673	argannot
728	argannot~~~(Bla)blaOXA-805~~~NG_064763:1-822	OXA-805	3006005	argannot
729	argannot~~~(Bla)~~~AB916359:794-1708	CTX-M-151	3002008	argannot
730	argannot~~~(Bla)blaLEN-20~~~AM850910:1-861	LEN-20	3002467	argannot
731	argannot~~~(Bla)blaTEM-131~~~AY436361:132-992	TEM-131	3000995	argannot
732	argannot~~~(Bla)blaSGM-4~~~NG_049986:101-1030	SGM-4	3006990	argannot
733	argannot~~~(Bla)blaOXA-20~~~AF024602:1238-2038	OXA-20	3001415	argannot
734	argannot~~~(Bla)blaTEM-127~~~AY368236:1-861	TEM-127	3000989	argannot
735	argannot~~~(Bla)blaLEN-24~~~AM850914:31-891	LEN-24	3002471	argannot
736	argannot~~~(Bla)blaSHV-137~~~HQ661363:72-932	SHV-137	3001181	argannot
737	argannot~~~(Flq)qnrA4~~~DQ058662:1-657	QnrA4	3002710	argannot
738	argannot~~~(Bla)blaMOR-1~~~Y10283:546-1685	DHA-21	3002152	argannot
739	argannot~~~(Bla)blaPLA2a~~~AY307385:162-1037	PLA-2a	3006969	argannot
740	argannot~~~(Bla)blaRAHN-2~~~HM114350:377-1264	RAHN-2	3006980	argannot
741	argannot~~~(MLS)mef(C)~~~NG_047979:101-1324	mefC	3003745	argannot
742	argannot~~~(Bla)blaOXA-250~~~HE963771:1-825	OXA-250	3001675	argannot
743	argannot~~~(Bla)blaSHV-102~~~EU024485:1-861	SHV-102	3001151	argannot
744	argannot~~~(Bla)blaOXA-808~~~NG_064766:1-822	OXA-808	3006008	argannot
745	argannot~~~(Bla)blaOXA-239~~~JQ837239:1-822	OXA-239	3001498	argannot
746	argannot~~~(Bla)blaCTX-M-31~~~AJ567482:1-876	CTX-M-31	3001893	argannot
747	argannot~~~(Bla)blaIND-12~~~HM245380:28-759	IND-12	3002268	argannot
748	argannot~~~(Bla)blaL1~~~NG_047517:101-973	L1 beta-lactamase	3000582	argannot
749	argannot~~~(Bla)blaHERA-4~~~AJ536088:1-873	HERA-4	3004819	argannot
750	argannot~~~(Bla)blaCARB-28~~~NG_048731:1-852	CARB-28	3005564	argannot
751	argannot~~~(Fcyn)fosG~~~NG_047895:101-499	FosC2	3002874	argannot
752	argannot~~~(Bla)blaNDM-7~~~JX412225:1-813	NDM-7	3002357	argannot
753	argannot~~~(Bla)blaCTX-M-19~~~AF325134:1-876	CTX-M-19	3001881	argannot
754	argannot~~~(Bla)blaCMY-23~~~DQ438952:161-1306	CMY-23	3002034	argannot
755	argannot~~~(Gly)vanX-Ac1~~~DQ246438:2221-2835	vanX gene in vanO cluster	3002954	argannot
756	argannot~~~(Bla)blaTEM-193~~~JN935135:1-861	TEM-193	3001053	argannot
757	argannot~~~(Bla)blaOXA-172~~~HM113558:1-825	OXA-172	3001656	argannot
758	argannot~~~(Bla)blaADC-17~~~NG_048641:1-1152	ADC-17	3003861	argannot
759	argannot~~~(Bla)blaOXA-253~~~MH347317:1035-1862	OXA-253	3001689	argannot
760	argannot~~~(Bla)blaTEM-96~~~AY092401:1-861	TEM-96	3000963	argannot
761	argannot~~~(AGly)sta~~~NG_048077:101-670	sta	3004699	argannot
762	argannot~~~(Bla)blaCARB-31~~~NG_048735:1-852	CARB-31	3005567	argannot
763	argannot~~~(Bla)blaLEN-16~~~AY743416:68-928	LEN-16	3002464	argannot
764	argannot~~~(Bla)blaDHA-1~~~HM193083:987-2126	DHA-1	3002132	argannot
765	argannot~~~(Bla)blaGES-20~~~JN596280:2848-3711	GES-20	3002349	argannot
766	argannot~~~(Bla)blaCMY-24~~~EF415650:1-1146	CMY-24	3002035	argannot
767	argannot~~~(Bla)blaIMI-8~~~KP081315:1-879	IMI-8	3003142	argannot
768	argannot~~~(AGly)ant(3'')-IIc~~~NG_054654:101-889	aadA27	3004682	argannot
769	argannot~~~(Bla)blaBES-1~~~AF234999:190-1068	BES-1	3004751	argannot
770	argannot~~~(Bla)blaACT-38~~~KP836350:1-1146	ACT-38	3003655	argannot
771	argannot~~~(Bla)blaOXA-24~~~AJ239129:1-828	OXA-24	3001419	argannot
772	argannot~~~(Bla)blaOXA-18~~~EU503121:2921-3748	OXA-18	3001413	argannot
773	argannot~~~(Flq)qnr-S1~~~AB187515:9737-10393	QnrS1	3002790	argannot
774	argannot~~~(AGly)aadA24~~~HQ123586:88-768	ANT(3'')-IIa	3004089	argannot
775	argannot~~~(Bla)CARB-49~~~NG_051466:1-897	CARB-49	3005583	argannot
776	argannot~~~(Bla)blaHERA-5~~~AJ536089:1-873	HERA-5	3004820	argannot
777	argannot~~~(Tet)tet(45)~~~NG_048147:1-1377	tet(45)	3003196	argannot
778	argannot~~~(Bla)blaGOB-2~~~AF189296:1-756	GOB-2	3004809	argannot
779	argannot~~~(Tmt)dfrB3~~~GQ150744:5957-6193	dfrB3	3003022	argannot
780	argannot~~~(Bla)blaOXA-162~~~GU197550:1-798	OXA-162	3001776	argannot
781	argannot~~~(Col)mcr-1.6~~~KY352406:4093-5718	MCR-1.6	3004513	argannot
782	argannot~~~(AGly)aadA23~~~AJ809407:119-898	aadA22	3002619	argannot
783	argannot~~~(Bla)blaCMY-110~~~AB872957:1-1146	CMY-110	3002071	argannot
784	argannot~~~(Bla)blaVEB-5~~~EF420108:38-937	VEB-5	3002375	argannot
785	argannot~~~(Bla)blaOXA-2~~~HM131431:1-828	OXA-2	3001397	argannot
786	argannot~~~(Bla)blaB-8~~~AF189305:1-747	BlaB-8	3005556	argannot
787	argannot~~~(Bla)blaOXA-129~~~AM932669:699-1502	OXA-129	3001811	argannot
788	argannot~~~(Bla)blaCMY-53~~~HQ336940:1-1146	CMY-53	3002064	argannot
789	argannot~~~(Bla)blaOXA-139~~~AM991978:1-828	OXA-139	3001451	argannot
790	argannot~~~(Bla)blaCTX-M-16~~~AY029068:1-876	CTX-M-16	3001879	argannot
791	argannot~~~(MLS)mph(A)~~~DQ445270:1626-2531	mphA	3000316	argannot
792	argannot~~~(Bla)blaVIM-18~~~AM778091:27-815	VIM-18	3002288	argannot
793	argannot~~~(Flq)qnrB46~~~JQ349154:1-680	QnrB62	3002775	argannot
794	argannot~~~(Bla)cfiA10~~~AB087227:1-750	CfiA10	3006906	argannot
795	argannot~~~(Bla)blaSHV-80~~~AM176555:1-861	SHV-80	3001134	argannot
796	argannot~~~(Bla)blaSHV-32~~~AY037778:92-952	SHV-32	3001090	argannot
797	argannot~~~(Bla)blaCTX-M-58~~~HQ734707:1-876	CTX-M-58	3001919	argannot
798	argannot~~~(AGly)aph9-Ib~~~U70376:3618-4541	APH(6)-Ib	3002658	argannot
799	argannot~~~(Bla)CARB-10~~~EU850412:2270-3166	CARB-10	3002249	argannot
800	argannot~~~(Bla)blaOXA-804~~~NG_064762:1-822	OXA-804	3006004	argannot
801	argannot~~~(phe)cmrA_variant1~~~AF394894:259-1434	cmrA	3002702	argannot
802	argannot~~~(Bla)blaSME-3~~~AY584237:124-1008	SME-3	3002381	argannot
803	argannot~~~(Bla)blaTEM-219~~~KM114268:1-861	TEM-219	3003157	argannot
804	argannot~~~(Bla)blaSHV-89~~~DQ193536:1-861	SHV-89	3001141	argannot
805	argannot~~~(Bla)blaLEN-8~~~AJ635424:1-789	LEN-8	3002458	argannot
806	argannot~~~(Gly)vanH~~~DQ246438:124-1179	vanH gene in vanO cluster	3002948	argannot
807	argannot~~~(Bla)blaARL-5~~~NG_054951:101-949	ARL-5	3004738	argannot
808	argannot~~~(Bla)blaOCH-3~~~AJ295341:1-1173	OCH-3	3002516	argannot
809	argannot~~~(Gly)vanR-D~~~AB242319:1-699	vanR gene in vanD cluster	3002923	argannot
810	argannot~~~(Bla)blaCTX-M-131~~~JN969893:1-873	CTX-M-131	3001990	argannot
811	argannot~~~(Bla)blaADC-18~~~NG_048642:1-1152	ADC-18	3003862	argannot
812	argannot~~~(Bla)blaCMY-65~~~JN714479:1041-2186	CMY-65	3002078	argannot
813	argannot~~~(Col)mcr-1.18~~~NG_064789:101-1726	MCR-1.1	3003689	argannot
814	argannot~~~(Bla)blaSME-4~~~KF481967:1-885	SME-4	3002382	argannot
815	argannot~~~(Bla)blaPDC-317~~~MK208447:1-1194	PDC-317	3006687	argannot
816	argannot~~~(MLS)erm(42)~~~FR734406:1-906	Erm(42)	3003106	argannot
817	argannot~~~(Bla)blaOXA-57~~~AJ631966:1-810	OXA-57	3001771	argannot
818	argannot~~~(Bla)blaGOB-16~~~GU188443:1-873	GOB-16	3004808	argannot
819	argannot~~~(Bla)blaLMB-1~~~KU646836:1-915	LMB-1	3005018	argannot
820	argannot~~~(Bla)CARB-8~~~NG_035647:3623-4489	CARB-12	3002250	argannot
821	argannot~~~(Bla)blaSHV-27~~~FJ685656:1-861	SHV-27	3001085	argannot
822	argannot~~~(Bla)blaIMP-3~~~AB010417:1-741	IMP-3	3002194	argannot
823	argannot~~~(Bla)blaSHV-77~~~AM176552:31-891	SHV-77	3001131	argannot
824	argannot~~~(AGly)rmtC~~~AB194779:6903-7748	rmtC	3000861	argannot
825	argannot~~~(Bla)CARB-1~~~D86225:232-1098	CARB-12	3002250	argannot
826	argannot~~~(Flq)qepA2~~~EU847537:1672-3107	QepA2	3004103	argannot
827	argannot~~~(Bla)blaTEM-148~~~AM087454:209-1069	TEM-148	3001015	argannot
828	argannot~~~(Bla)blaCMY-46~~~FN556186:1-1146	CMY-46	3002057	argannot
829	argannot~~~(Bla)blaCCR-A~~~M63556:91-840	CcrA	3000578	argannot
830	argannot~~~(Bla)blaSHV-157~~~JX121124:1-861	SHV-157	3001196	argannot
831	argannot~~~(Phe)cmlA5~~~HQ141279:907-2166	cmlA5	3002695	argannot
832	argannot~~~(AGly)aac6-Ig~~~L09246:544-981	AAC(6')-Ig	3002554	argannot
833	argannot~~~(Bla)blaOXY2-10~~~FJ785626:132-1004	OXY-2-10	3002405	argannot
834	argannot~~~(Bla)blaCMY-77~~~JX440353:1027-2172	CMY-77	3002090	argannot
835	argannot~~~(Bla)blaTEM-128~~~AY359287:186-1046	TEM-1	3000873	argannot
836	argannot~~~(Bla)blaVIM-13~~~DQ365886:1-801	VIM-13	3002283	argannot
837	argannot~~~(Bla)blaOXA-10~~~HQ386834:1465-2265	OXA-10	3001405	argannot
838	argannot~~~(Bla)blaTEM-120~~~AY243512:209-1069	TEM-120	3000982	argannot
839	argannot~~~(Bla)blaSHV-96~~~EF373971:1-861	SHV-96	3001148	argannot
840	argannot~~~(Bla)cfiA8~~~AB087233:1-750	CfiA8	3006920	argannot
841	argannot~~~(Bla)blaOKP-A-5~~~AM051143:1-861	OKP-A-5	3002422	argannot
842	argannot~~~(Oxzln)OptrA_4~~~KX620940:1-1968	optrA	3003746	argannot
843	argannot~~~(Bla)blaAST-1~~~AF279904:160-1092	AST-1	3004740	argannot
844	argannot~~~(Bla)blaACT-16~~~:NG_050702	ACT-69	3006264	argannot
845	argannot~~~(Bla)blaOXA-201~~~HQ734812:1-825	OXA-201	3001666	argannot
846	argannot~~~(Bla)blaTEM-149~~~DQ369751:1-861	TEM-149	3001016	argannot
847	argannot~~~(Fcd)fusB~~~NG_047902:101-742	fusB	3003552	argannot
848	argannot~~~(Bla)blaBIC-1~~~GQ260093:1-885	BIC-1	3004753	argannot
849	argannot~~~(Bla)blaOXA-160~~~GU199038:1196-2023	OXA-160	3001663	argannot
850	argannot~~~(AGly)aadA17~~~FJ460181:774-1565	aadA17	3002617	argannot
851	argannot~~~(Bla)blaKPC-17~~~KC465200:1-882	KPC-17	3002327	argannot
852	argannot~~~(Bla)blaIMP-4~~~AF244145:1-741	IMP-4	3002195	argannot
853	argannot~~~(Bla)blaLEN-5~~~AY633109:1-861	LEN-5	3002456	argannot
854	argannot~~~(Tmt)dfrA1~~~JQ794607:474	dfrA1	3002854	argannot
855	argannot~~~(Bla)blaNDM-13~~~LC012596:3586-4398	NDM-13	3003182	argannot
856	argannot~~~(Bla)blaIMP-19~~~AB201265:1-741	IMP-19	3002210	argannot
857	argannot~~~(Bla)blaTEM-33~~~GU371926:50305-51165	TEM-33	3000903	argannot
858	argannot~~~(Bla)blaKLUC-4~~~NG_062210:1	KLUC-4	3006930	argannot
859	argannot~~~(Bla)blaTEM-55~~~DQ286729:1-861	TEM-55	3000924	argannot
860	argannot~~~(Bla)blaOKP-A-11~~~AM850915:20-880	OKP-A-11	3002428	argannot
861	argannot~~~(Bla)VEB-15~~~NG_050323:1-900	VEB-15	3006212	argannot
862	argannot~~~(Bla)cfxA~~~U38243:150-1115	CfxA	3003001	argannot
863	argannot~~~(Bla)blaSHV-103~~~EU032604:1-861	SHV-103	3001152	argannot
864	argannot~~~(Tmt)dfrA6~~~Z86002:336-809	dfrA6 from Proteus mirabilis	3004644	argannot
865	argannot~~~(Bla)blaTEM-7~~~AF527798:1-785	TEM-7	3000879	argannot
866	argannot~~~(Bla)blaSHV-182~~~KP050489:1-861	SHV-182	3001364	argannot
867	argannot~~~(Bla)blaOXA-174~~~HM113560:1-825	OXA-174	3001658	argannot
868	argannot~~~(Bla)blaACC-1~~~AJ133121:650-1810	ACC-1	3001815	argannot
869	argannot~~~(Bla)blaOXA-48~~~AY236073:2188-2985	OXA-48	3001782	argannot
870	argannot~~~(Flq)qnrVC1~~~JX861889:3123-3779	QnrVC1	3002799	argannot
871	argannot~~~(Bla)blaPER-3~~~AY740681:7103-8029	PER-3	3002365	argannot
872	argannot~~~(Bla)blaOXA-219~~~JN215211:1-825	OXA-219	3001668	argannot
873	argannot~~~(Bla)blaCTX-M-84~~~FJ214367:1-876	CTX-M-84	3001945	argannot
874	argannot~~~(AGly)rmtD2~~~HQ401565:14882-14139	rmtD2	3004677	argannot
875	argannot~~~(Bla)blaVIM-38~~~KC469971:1-801	VIM-38	3002308	argannot
876	argannot~~~(Bla)blaIMP-18~~~AB587676:1366-2106	IMP-18	3002209	argannot
877	argannot~~~(Bla)blaOXA-130~~~EU547445:1-825	OXA-130	3001651	argannot
878	argannot~~~(Tmt)dfrA10~~~L06418:5494-6057	dfrA10	3003011	argannot
879	argannot~~~(Oxzln)OptrA~~~KP399637:31477-33444	optrA	3003746	argannot
880	argannot~~~(Bla)blaIMP-40~~~AB753457:1-741	IMP-40	3002231	argannot
881	argannot~~~(Bla)blaCTX-M-33~~~AY238472:13-888	CTX-M-33	3001895	argannot
882	argannot~~~(Bla)cphA6~~~AY227052:1-765	cphA6	3003102	argannot
883	argannot~~~(Gly)vanTr-L~~~EU250284:3558-4658	vanTr gene in vanL cluster	3002974	argannot
884	argannot~~~(Bla)blaCMG~~~AY265892:1-1054	ACT-62	3006257	argannot
885	argannot~~~(Oxzln)poxtA~~~MF095097:1856-3484	poxtA	3004470	argannot
886	argannot~~~(Bla)blaCTX-M-89~~~FJ971899:1-876	CTX-M-89	3001949	argannot
887	argannot~~~(MLS)Mef(En2)~~~NG_047980:101-1306	Mef(En2)	3004659	argannot
