	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_sequence_id	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
1738	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF630094.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	95.23	GMGC10.046_674_092.FOLA			1	482					+		98.57								
1739	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626983.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.13	GMGC10.046_800_193.FOLA			1	495					+		100.0								
1740	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626842.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	100.0	GMGC10.046_902_874.FOLA			1	495					+		100.0								
1741	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629033.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.37	GMGC10.047_312_193.FOLA			1	495					+		100.0								
1742	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX127152.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	100.0	GMGC10.048_212_808.FOLA			1	495					+		100.0								
1743	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX128720.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	88.89	GMGC10.049_530_386.FOLA			1	495					+		100.0								
1744	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629251.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.8	GMGC10.050_941_850.FOLA			1	495					+		100.0								
1745	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.57	GMGC10.050_985_513.FOLA			1	488					+		98.59								
1746	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627062.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.36	GMGC10.051_568_875.FOLA			1	486					+		98.18								
1747	GMGC10.95nr_block_0217	D-alanine--D-alanine	"D-alanine--D-alanine ligase""|KF628833.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.31	GMGC10.051_584_052.DDL			52	491					+		99.77								
1748	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125929.1|human_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.47	GMGC10.053_750_984.FOLA			1	495					+		100.0								
1749	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627622.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.8	GMGC10.054_043_153.FOLA			1	492					+		100.0								
1750	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628388.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.99	GMGC10.054_125_725.FOLA			1	495					+		100.0								
1751	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125413.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.02	GMGC10.054_215_958.FOLA			1	495					+		100.0								
1752	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628212.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.55	GMGC10.054_428_062.FOLA			1	495					+		100.0								
1753	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628207.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.8	GMGC10.055_237_121.FOLA			1	495					+		98.21								
1754	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125929.1|human_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.71	GMGC10.055_682_456.FOLA			1	495					+		100.0								
1755	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX128317.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.38	GMGC10.055_840_497.FOLA			1	495					+		100.0								
1756	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125265.1|human_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.39	GMGC10.056_976_067.FOLA			1	495					+		100.0								
1757	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125413.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.13	GMGC10.057_099_572.FOLA			1	495					+		100.0								
1758	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627479.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.4	GMGC10.057_276_666.FOLA			1	492					+		98.2								
1759	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629413.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.7	GMGC10.145_903_234.FOLA			1	482					+		98.57								
1760	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628117.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.98	GMGC10.146_009_951.FOLA			1	495					+		100.0								
1761	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628163.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.35	GMGC10.146_387_540.FOLA			1	495					+		99.8								
1762	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627549.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.42	GMGC10.146_764_493.FOLA			1	488					+		98.59								
1763	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629243.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.9	GMGC10.147_328_897.FOLA			1	479					+		97.96								
1764	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629243.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	89.14	GMGC10.148_659_144.FOLA			1	479					+		97.96								
1765	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629243.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.12	GMGC10.148_906_166.FOLA			1	480					+		98.16								
1766	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF630320.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.22	GMGC10.148_916_793.FOLA			1	495					+		100.0								
1767	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.32	GMGC10.149_079_544.FOLA			1	495					+		100.0								
1768	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.74	GMGC10.150_182_260.FOLA			1	495					+		100.0								
1769	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.14	GMGC10.150_306_876.FOLA			1	495					+		100.0								
1770	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.12	GMGC10.150_317_194.FOLA			1	495					+		100.0								
1771	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629243.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.25	GMGC10.150_340_157.FOLA			1	480					+		98.16								
1772	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.33	GMGC10.150_480_562.FOLA			1	495					+		100.0								
1773	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	95.56	GMGC10.150_790_250.FOLA			1	495					+		100.0								
1774	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.53	GMGC10.150_801_418.FOLA			1	495					+		100.0								
1775	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629243.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	95.21	GMGC10.151_063_732.FOLA			1	480					+		98.16								
1776	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX126535.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	96.16	GMGC10.151_338_203.FOLA			1	495					+		100.0								
1777	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.53	GMGC10.151_426_302.FOLA			1	495					+		100.0								
1778	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF630222.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.42	GMGC10.176_337_370.FOLA			7	481					+		95.96								
1779	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628212.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.59	GMGC10.178_417_344.FOLA			1	495					+		100.0								
1780	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628807.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.91	GMGC10.178_873_574.FOLA			1	481					+		96.59								
1781	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628529.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.78	GMGC10.181_554_453.FOLA			1	495					+		100.0								
1782	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627070.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.4	GMGC10.182_408_134.FOLA			1	495					+		100.0								
1783	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX127692.1|human_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.33	GMGC10.182_754_023.FOLA			10	495					+		100.0								
1784	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627070.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.17	GMGC10.183_233_665.FOLA			1	494					+		99.8								
1785	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626983.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.75	GMGC10.183_311_286.FOLA			1	495					+		100.0								
1786	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627786.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.8	GMGC10.184_137_878.FOLA			1	495					+		100.0								
1787	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626880.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	96.68	GMGC10.184_310_111.FOLA			1	452					+		92.43								
1788	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629990.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.64	GMGC10.184_326_965.FOLA			1	495					+		99.8								
1789	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.71	GMGC10.189_129_818.FOLA			1	495					+		100.0								
1790	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF630074.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.55	GMGC10.189_809_778.FOLA			1	495					+		100.0								
1791	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF630074.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.43	GMGC10.191_493_025.FOLA			1	470					+		94.95								
1792	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125929.1|human_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.5	GMGC10.202_736_864.FOLA			1	495					+		100.0								
1793	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase type 3""|KF628273.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.01	GMGC10.203_671_328.FOLA			1	495					+		100.0								
1794	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628570.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	85.25	GMGC10.203_857_414.FOLA			1	495					+		100.0								
1795	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125929.1|human_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.63	GMGC10.204_620_520.FOLA			1	495					+		100.0								
1796	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626825.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.78	GMGC10.204_863_470.FOLA			1	495					+		100.0								
1797	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628163.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.55	GMGC10.206_045_852.FOLA			1	495					+		100.0								
1798	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX127675.1|human_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.59	GMGC10.206_337_354.FOLA			1	486					+		99.39								
1799	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627307.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.73	GMGC10.206_971_014.FOLA			1	495					+		100.0								
1800	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX128720.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.74	GMGC10.206_996_125.FOLA			1	493					+		99.6								
1801	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase type 3""|KF627300.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.03	GMGC10.207_448_903.FOLA			1	483					+		96.97								
1802	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase type 3""|KF628273.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	88.28	GMGC10.207_650_314.FOLA			1	495					+		100.0								
1803	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626990.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.73	GMGC10.208_390_435.FOLA			1	495					+		100.0								
1804	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627323.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.37	GMGC10.209_180_624.FOLA			1	495					+		100.0								
1805	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626990.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	96.16	GMGC10.209_297_550.FOLA			1	495					+		100.0								
1806	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase type 3""|KF627300.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.19	GMGC10.210_096_393.FOLA			1	495					+		100.0								
1807	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX128720.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.23	GMGC10.210_281_487.FOLA			1	483					+		97.17								
1808	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627471.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.8	GMGC10.210_307_529.FOLA			1	495					+		100.0								
1809	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627674.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.8	GMGC10.211_424_011.FOLA			1	495					+		97.63								
1810	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	95.56	GMGC10.211_620_674.FOLA			1	495					+		100.0								
1811	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125412.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.94	GMGC10.247_501_718.FOLA			1	495					+		100.0								
1812	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626966.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.74	GMGC10.256_864_530.FOLA			1	482					+		97.97								
1813	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628529.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.2	GMGC10.262_123_686.FOLA			1	495					+		100.0								
1814	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	85.57	GMGC10.262_278_958.FOLA			1	485					+		97.98								
1815	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	88.08	GMGC10.263_404_843.FOLA			1	495					+		100.0								
1816	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.13	GMGC10.267_589_417.FOLA			1	495					+		100.0								
1817	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX126535.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	94.55	GMGC10.267_596_429.FOLA			1	495					+		100.0								
1818	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF628679.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	88.77	GMGC10.269_430_040.FOLA			1	481					+		97.17								
1819	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627871.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.75	GMGC10.269_459_305.FOLA			10	492					+		95.83								
1820	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629814.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	81.09	GMGC10.290_815_613.FOLA			1	495					+		99.6								
1821	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX126113.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.16	GMGC10.297_350_662.FOLA			3	495					+		83.25								
1822	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF629811.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	96.57	GMGC10.297_559_550.FOLA			1	495					+		100.0								
1823	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX126571.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.42	GMGC10.299_151_510.FOLA			1	495					+		100.0								
1824	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627549.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.72	GMGC10.299_265_637.FOLA			1	495					+		100.0								
1825	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX127014.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.6	GMGC10.300_559_441.FOLA			1	495					+		100.0								
1826	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	91.52	GMGC10.302_914_614.FOLA			1	495					+		100.0								
1827	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.53	GMGC10.303_466_535.FOLA			1	495					+		100.0								
1828	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626880.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.62	GMGC10.303_547_524.FOLA			1	461					+		94.27								
1829	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	90.91	GMGC10.305_010_571.FOLA			1	495					+		100.0								
1830	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	92.32	GMGC10.305_228_149.FOLA			1	495					+		100.0								
1831	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627022.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.39	GMGC10.306_250_379.FOLA			1	495					+		100.0								
1832	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.5	GMGC10.308_896_249.FOLA			1	492					+		97.04								
1833	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KX125381.1|newborn_gut|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.19	GMGC10.309_128_006.FOLA			1	495					+		100.0								
1834	GMGC10.95nr_block_0217	Dihydrofolate	"Dihydrofolate reductase""|KF626781.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.88	GMGC10.310_377_650.FOLA			1	495					+		100.0								
1835	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF628725.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	80.9	GMGC10.000_182_556.FOLA			1	487					+		97.21								
1836	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF628362.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	98.59	GMGC10.046_683_854.FOLA			1	498					+		100.0								
1837	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF628612.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.79	GMGC10.047_669_645.FOLA			1	498					+		100.0								
1838	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF626780.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	83.37	GMGC10.053_634_114.FOLA			1	469					+		94.18								
1839	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF628059.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	86.18	GMGC10.054_766_759.FOLA			7	498					+		100.0								
1840	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF627515.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	87.95	GMGC10.055_026_211.FOLA			1	498					+		100.0								
1841	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KX128324.1|newborn_gut|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	82.11	GMGC10.055_342_794.FOLA			7	498					+		99.39								
1842	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF628807.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	95.58	GMGC10.055_762_940.FOLA			1	498					+		100.0								
1843	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF629065.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	99.2	GMGC10.056_521_985.FOLA			1	498					+		100.0								
1844	GMGC10.95nr_block_0218	D-alanine--D-alanine	"D-alanine--D-alanine ligase A""|KF629150.1|pediatric_fecal_sample|CYC"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	97.59	GMGC10.057_258_082.DDL			1	498					+		88.77								
1845	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF627515.1|pediatric_fecal_sample|TMP"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	93.66	GMGC10.145_618_134.FOLA			10	498					+		98.19								
1846	GMGC10.95nr_block_0218	Dihydrofolate	"Dihydrofolate reductase""|KF628570.1|pediatric_fecal_sample|SXT"	resfinderfg	2021-Oct-18		abricate	abricate 1.0.1	84.24	GMGC10.145_991_029.FOLA			4	498					+		100.0								
