input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
GMGC10.026_537_801.FTSI	GMGC10.95nr_block_0035	(Bla)penA	(Bla)penA	argannot	2021-Mar-27	AB511945:1298-3049	abricate	abricate 1.0.1	88.81			1	1749					+		99.83								
GMGC10.027_207_381.FTSI	GMGC10.95nr_block_0035	(Bla)penA	(Bla)penA	argannot	2021-Mar-27	AB511945:1298-3049	abricate	abricate 1.0.1	90.19			1	1746					+		99.6								
GMGC10.027_215_741.FTSI	GMGC10.95nr_block_0035	(Bla)penA	(Bla)penA	argannot	2021-Mar-27	AB511945:1298-3049	abricate	abricate 1.0.1	90.53			1	1746					+		99.66								
GMGC10.027_521_357.BLAR	GMGC10.95nr_block_0035	(Bla)blaR1_Bacilli	(Bla)blaR1_Bacilli	argannot	2021-Mar-27	NG_047539:1-1758	abricate	abricate 1.0.1	99.94			1	1758					+		100.0								
GMGC10.028_396_660.EXPZ	GMGC10.95nr_block_0035	(MLS)srm(B)	(MLS)srm(B)	argannot	2021-Mar-27	X63451:558-2210	abricate	abricate 1.0.1	88.64			1	1662					+		99.94								
GMGC10.031_623_991.EXPZ	GMGC10.95nr_block_0035	(MLS)srm(B)	(MLS)srm(B)	argannot	2021-Mar-27	X63451:558-2210	abricate	abricate 1.0.1	90.1			1	1646					+		99.58								
GMGC10.034_274_771.EXPZ	GMGC10.95nr_block_0035	(MLS)ole(B)	(MLS)ole(B)	argannot	2021-Mar-27	L36601:1421-3130	abricate	abricate 1.0.1	80.74			71	1661					+		92.69								
GMGC10.034_739_727.SFLR	GMGC10.95nr_block_0035	(Rif)arr2	(Rif)arr2	argannot	2021-Mar-27	JQ639792:1050-1502	abricate	abricate 1.0.1	100.0			1	448					+		98.9								
GMGC10.034_739_727.SFLR	GMGC10.95nr_block_0035	(Phe)cmlA5	(Phe)cmlA5	argannot	2021-Mar-27	HQ141279:907-2166	abricate	abricate 1.0.1	100.0			454	1713					+		100.0								
GMGC10.035_428_744.EXPZ	GMGC10.95nr_block_0035	(MLS)srm(B)	(MLS)srm(B)	argannot	2021-Mar-27	X63451:558-2210	abricate	abricate 1.0.1	100.0			1	1653					+		100.0								
GMGC10.037_135_845.YHEH	GMGC10.95nr_block_0035	(Tet)TetB(60)	(Tet)TetB(60)	argannot	2021-Mar-27	NG_056046:1-1740	abricate	abricate 1.0.1	95.17			1	1740					+		100.0								
GMGC10.037_291_551.FTSI	GMGC10.95nr_block_0035	(Bla)penA	(Bla)penA	argannot	2021-Mar-27	AB511945:1298-3049	abricate	abricate 1.0.1	81.58			1	1749					+		99.71								
GMGC10.039_514_553.EXPZ	GMGC10.95nr_block_0035	(MLS)tlr(C)	(MLS)tlr(C)	argannot	2021-Mar-27	M57437:277-1923	abricate	abricate 1.0.1	81.1			52	1652					+		97.09								
GMGC10.039_735_691.LDHA	GMGC10.95nr_block_0035	(Gly)vanH-A	(Gly)vanH-A	argannot	2021-Mar-27	FJ866609:3762-4730	abricate	abricate 1.0.1	100.0			1	958					+		98.86								
GMGC10.039_872_352.FTSI	GMGC10.95nr_block_0035	(Bla)penA	(Bla)penA	argannot	2021-Mar-27	AB511945:1298-3049	abricate	abricate 1.0.1	87.22			1	1746					+		99.66								
GMGC10.045_321_695.EXPZ	GMGC10.95nr_block_0035	(MLS)ole(B)	(MLS)ole(B)	argannot	2021-Mar-27	L36601:1421-3130	abricate	abricate 1.0.1	100.0			1	1710					+		100.0								
GMGC10.045_548_873.ENC_03340	GMGC10.95nr_block_0035	(Tet)otrB	(Tet)otrB	argannot	2021-Mar-27	AF079900:40-1733	abricate	abricate 1.0.1	86.48			1	1605					+		94.86								
GMGC10.002_405_055.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.65			1	1902					+		100.0								
GMGC10.002_897_435.TETP	GMGC10.95nr_block_0036	(Tet)tetM	(Tet)tetM	argannot	2021-Mar-27	DQ534550:1451-3370	abricate	abricate 1.0.1	98.75			1	1920					+		100.0								
GMGC10.003_774_957.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.28			1	1902					+		100.0								
GMGC10.004_116_919.TETP	GMGC10.95nr_block_0036	(Tet)tetM	(Tet)tetM	argannot	2021-Mar-27	DQ534550:1451-3370	abricate	abricate 1.0.1	94.95			1	1920					+		100.0								
GMGC10.004_421_624.TETP	GMGC10.95nr_block_0036	(Tet)tetB-P	(Tet)tetB-P	argannot	2021-Mar-27	L20800:2309-4267	abricate	abricate 1.0.1	88.41			1	1959					+		100.0								
GMGC10.004_455_853.TETP	GMGC10.95nr_block_0036	(Tet)tetO	(Tet)tetO	argannot	2021-Mar-27	M18896:207-2126	abricate	abricate 1.0.1	94.74			1	1920					+		99.95								
GMGC10.004_550_194.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.07			1	1902					+		100.0								
GMGC10.004_786_918.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	83.49			1	1902					+		100.0								
GMGC10.005_160_165.TETP	GMGC10.95nr_block_0036	(Tet)tetM	(Tet)tetM	argannot	2021-Mar-27	DQ534550:1451-3370	abricate	abricate 1.0.1	93.23			1	1920					+		100.0								
GMGC10.005_649_999.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.83			1	1902					+		99.89								
GMGC10.005_875_596.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.65			1	1902					+		100.0								
GMGC10.006_420_981.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.7			1	1862					+		97.84								
GMGC10.006_772_978.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.55			1	1902					+		100.0								
GMGC10.007_393_388.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.97			1	1902					+		100.0								
GMGC10.007_463_409.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	91.69			1	1902					+		100.0								
GMGC10.007_616_158.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.52			1	1854					+		97.42								
GMGC10.007_772_754.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.37			1	1895					+		99.63								
GMGC10.008_249_160.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.33			1	1895					+		99.58								
GMGC10.008_796_190.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.55			1	1902					+		100.0								
GMGC10.009_414_290.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	83.91			1	1902					+		100.0								
GMGC10.009_552_640.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.65			1	1902					+		100.0								
GMGC10.009_726_961.VANS	GMGC10.95nr_block_0036	(Gly)vanR-A	(Gly)vanR-A	argannot	2021-Mar-27	M97297:3976-4671	abricate	abricate 1.0.1	99.86			1	695					+		99.86								
GMGC10.009_726_961.VANS	GMGC10.95nr_block_0036	(Gly)vanS-A	(Gly)vanS-A	argannot	2021-Mar-27	M97297:4649-5803	abricate	abricate 1.0.1	100.0			673	1827					+		100.0								
GMGC10.010_027_392.BLAR	GMGC10.95nr_block_0036	(Bla)blaR1_Bacilli	(Bla)blaR1_Bacilli	argannot	2021-Mar-27	NG_047539:1-1758	abricate	abricate 1.0.1	92.61			40	1797					+		100.0								
GMGC10.010_039_310.TETP	GMGC10.95nr_block_0036	(Tet)tetT	(Tet)tetT	argannot	2021-Mar-27	L42544:478-2433	abricate	abricate 1.0.1	91.87			1	1956					+		100.0								
GMGC10.010_848_602.TETP	GMGC10.95nr_block_0036	(Tet)tet(32)	(Tet)tet(32)	argannot	2021-Mar-27	DQ647324:181-2100	abricate	abricate 1.0.1	99.95			1	1920					+		100.0								
GMGC10.011_805_085.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.03			1	1902					+		99.95								
GMGC10.012_876_658.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	83.63			1	1625					+		85.44								
GMGC10.014_681_769.TETP	GMGC10.95nr_block_0036	(Tet)otrA	(Tet)otrA	argannot	2021-Mar-27	X53401:349-2341	abricate	abricate 1.0.1	97.84			1	1986					+		99.6								
GMGC10.014_868_073.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.75			1	1902					+		100.0								
GMGC10.014_885_731.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.18			1	1869					+		98.11								
GMGC10.015_332_658.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	83.44			1	1902					+		100.0								
GMGC10.015_506_331.TETP	GMGC10.95nr_block_0036	(Tet)tetT	(Tet)tetT	argannot	2021-Mar-27	L42544:478-2433	abricate	abricate 1.0.1	91.56			1	1956					+		100.0								
GMGC10.016_866_757.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	83.51			1	1898					+		99.79								
GMGC10.016_996_518.PBPC	GMGC10.95nr_block_0036	(Bla)mecC	(Bla)mecC	argannot	2021-Mar-27	HG515014:42996-44993	abricate	abricate 1.0.1	96.35			1	1998					+		100.0								
GMGC10.017_617_900.TETP	GMGC10.95nr_block_0036	(Tet)tet(32)	(Tet)tet(32)	argannot	2021-Mar-27	DQ647324:181-2100	abricate	abricate 1.0.1	87.57			1	1914					+		99.64								
GMGC10.017_979_004.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.39			1	1902					+		100.0								
GMGC10.018_088_435.UNKNOWN	GMGC10.95nr_block_0036	(Tet)tetL	(Tet)tetL	argannot	2021-Mar-27	FN435329:1-1377	abricate	abricate 1.0.1	99.77			565	1857					+		93.9								
GMGC10.018_283_015.DPNA	GMGC10.95nr_block_0036	(Gly)vanA-G	(Gly)vanA-G	argannot	2021-Mar-27	AY271782:157-606	abricate	abricate 1.0.1	81.62			1405	1812					+		90.67								
GMGC10.018_353_719.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.97			1	1902					+		100.0								
GMGC10.018_371_612.TETP	GMGC10.95nr_block_0036	(Tet)tetB-P	(Tet)tetB-P	argannot	2021-Mar-27	L20800:2309-4267	abricate	abricate 1.0.1	81.53			3	1956					+		99.74								
GMGC10.021_889_204.UNKNOWN	GMGC10.95nr_block_0036	(MLS)msr(C)	(MLS)msr(C)	argannot	2021-Mar-27	AY004350:496-1974	abricate	abricate 1.0.1	95.27			1	1478					+		99.93								
GMGC10.022_097_691.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.23			1	1902					+		100.0								
GMGC10.022_153_935.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.44			1	1902					+		100.0								
GMGC10.022_398_748.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	91.17			1	1902					+		100.0								
GMGC10.022_490_164.TETP	GMGC10.95nr_block_0036	(Tet)tetB-P	(Tet)tetB-P	argannot	2021-Mar-27	L20800:2309-4267	abricate	abricate 1.0.1	87.29			1	1959					+		100.0								
GMGC10.023_827_002.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.33			1	1902					+		100.0								
GMGC10.023_827_789.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.44			1	1902					+		100.0								
GMGC10.023_835_855.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.02			1	1902					+		100.0								
GMGC10.024_341_544.PBPC	GMGC10.95nr_block_0036	(Bla)mecA1	(Bla)mecA1	argannot	2021-Mar-27	NG_047950:20-2017	abricate	abricate 1.0.1	100.0			1	1998					+		100.0								
GMGC10.025_729_010.TETP	GMGC10.95nr_block_0036	(Tet)otrA	(Tet)otrA	argannot	2021-Mar-27	X53401:349-2341	abricate	abricate 1.0.1	82.21			1	1986					+		99.5								
GMGC10.027_273_530.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.06			1	1869					+		98.26								
GMGC10.027_903_653.PBPC	GMGC10.95nr_block_0036	(Bla)mecC	(Bla)mecC	argannot	2021-Mar-27	HG515014:42996-44993	abricate	abricate 1.0.1	91.95			1	1998					+		99.95								
GMGC10.030_406_770.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.23			1	1902					+		100.0								
GMGC10.030_586_219.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.23			1	1902					+		100.0								
GMGC10.031_483_912.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.23			1	1902					+		100.0								
GMGC10.033_010_597.TETP	GMGC10.95nr_block_0036	(Tet)tetM	(Tet)tetM	argannot	2021-Mar-27	DQ534550:1451-3370	abricate	abricate 1.0.1	96.46			1	1920					+		100.0								
GMGC10.033_167_363.TETP	GMGC10.95nr_block_0036	(Tet)tetB-P	(Tet)tetB-P	argannot	2021-Mar-27	L20800:2309-4267	abricate	abricate 1.0.1	88.67			1	1959					+		100.0								
GMGC10.033_407_715.TETP	GMGC10.95nr_block_0036	(Tet)tet(44)	(Tet)tet(44)	argannot	2021-Mar-27	FN594949:25245-27167	abricate	abricate 1.0.1	98.96			1	1923					+		100.0								
GMGC10.034_373_205.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.69			1	1862					+		97.9								
GMGC10.034_380_346.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.65			1	1902					+		100.0								
GMGC10.034_891_330.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.45			1	1902					+		99.95								
GMGC10.035_021_109.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	84.65			1	1902					+		100.0								
GMGC10.035_228_383.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	83.65			1	1902					+		100.0								
GMGC10.035_563_666.TETP	GMGC10.95nr_block_0036	(Tet)tetW	(Tet)tetW	argannot	2021-Mar-27	AJ222769:3687-5606	abricate	abricate 1.0.1	90.7			1	1914					+		99.64								
GMGC10.035_759_772.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.6			1	1902					+		100.0								
GMGC10.036_350_185.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.81			31	1932					+		100.0								
GMGC10.036_636_194.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.91			1	1902					+		100.0								
GMGC10.036_774_996.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.61			1	1902					+		99.95								
GMGC10.040_767_327.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	81.58			1	1902					+		99.84								
GMGC10.041_963_654.TETP	GMGC10.95nr_block_0036	(Tet)otrA	(Tet)otrA	argannot	2021-Mar-27	X53401:349-2341	abricate	abricate 1.0.1	88.37			1	1986					+		99.55								
GMGC10.043_069_564.TETP	GMGC10.95nr_block_0036	(Tet)tetO	(Tet)tetO	argannot	2021-Mar-27	M18896:207-2126	abricate	abricate 1.0.1	93.96			1	1920					+		100.0								
GMGC10.043_083_551.TETP	GMGC10.95nr_block_0036	(Tet)tetO	(Tet)tetO	argannot	2021-Mar-27	M18896:207-2126	abricate	abricate 1.0.1	80.44			1	1920					+		99.32								
GMGC10.043_222_022.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.83			1	1862					+		97.9								
GMGC10.043_223_421.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.99			1	1862					+		97.9								
GMGC10.043_400_301.TETM	GMGC10.95nr_block_0036	(Tet)tetW	(Tet)tetW	argannot	2021-Mar-27	AJ222769:3687-5606	abricate	abricate 1.0.1	96.69			1	1904					+		99.17								
GMGC10.044_208_120.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	82.75			1	1902					+		100.0								
GMGC10.044_408_349.TETP	GMGC10.95nr_block_0036	(Tet)tetB-P	(Tet)tetB-P	argannot	2021-Mar-27	L20800:2309-4267	abricate	abricate 1.0.1	87.19			1	1959					+		100.0								
GMGC10.044_709_577.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	80.18			1	1902					+		100.0								
GMGC10.045_580_382.TETP	GMGC10.95nr_block_0036	(Tet)otrA	(Tet)otrA	argannot	2021-Mar-27	X53401:349-2341	abricate	abricate 1.0.1	91.97			1	1986					+		99.65								
GMGC10.046_413_738.MRDA	GMGC10.95nr_block_0036	(Bla)Penicillin_Binding_Protein_Ecoli	(Bla)Penicillin_Binding_Protein_Ecoli	argannot	2021-Mar-27	CP002291:664439-666340	abricate	abricate 1.0.1	83.28			1	1902					+		100.0								
GMGC10.004_215_769.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	81.41			49	2011					+		90.88								
GMGC10.008_038_500.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	80.06			1	2160					+		99.91								
GMGC10.009_138_267.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	89.5			1	2160					+		99.95								
GMGC10.009_138_591.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	91.99			1	2160					+		99.95								
GMGC10.009_650_431.UNKNOWN	GMGC10.95nr_block_0037	(Phe)cml	(Phe)cml	argannot	2021-Mar-27	X59968:508-1686	abricate	abricate 1.0.1	80.53			1	1134					+		95.76								
GMGC10.011_096_214.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	96.9			1	2160					+		99.91								
GMGC10.011_190_571.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	95.59			1	1974					+		91.34								
GMGC10.017_756_902.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	90.7			1	2160					+		99.95								
GMGC10.017_821_494.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	85.56			1	2160					+		100.0								
GMGC10.017_821_544.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	89.28			1	2160					+		99.77								
GMGC10.017_823_698.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	88.02			1	2160					+		99.95								
GMGC10.017_831_367.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	91.39			1	2160					+		99.95								
GMGC10.017_876_727.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	89.45			1	2160					+		99.95								
GMGC10.017_898_355.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	83.44			1	1956					+		90.37								
GMGC10.017_919_731.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	83.87			1	2040					+		94.44								
GMGC10.017_943_234.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	93.01			1	2160					+		99.95								
GMGC10.017_962_007.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	83.06			1	2166					+		99.72								
GMGC10.017_962_046.PBP1A	GMGC10.95nr_block_0037	(Bla)PBP1a	(Bla)PBP1a	argannot	2021-Mar-27	JN645776:1-2160	abricate	abricate 1.0.1	85.37			1	2040					+		94.26								
