Accession	Name	Description	ID	CARD Short Name
ARO:3003770	Listeria monocytogenes mprF	MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.	40442	Lmon_mprF
ARO:3003772	Brucella suis mprF	MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.	40445	Bsui_mprF
ARO:3003773	Clostridium perfringens mprF	MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.	40447	Cper_mprF
ARO:3003774	Streptococcus agalactiae mprF	MprF is a integral membrane protein that modifies the negatively-charged phosphatidylglycerol on the membrane surface. This confers resistance to cationic peptides that disrupt the cell membrane, including defensins.	40449	Saga_mprF
ARO:3003775	Escherichia coli murA with mutation conferring resistance to fosfomycin	murA or UDP-N-acetylglucosamine enolpyruvyl transferase catalyses the initial step in peptidoglycan biosynthesis and is inhibited by fosfomycin. Overexpression of murA through mutations such as Asp369Asn and Leu370Ile confers fosfomycin resistance. Extensive evidence has shown the significance of C115 mutations in conferring fosfomycin resistance since this residue represents a primary binding site for the antibiotic across many species.	40451	Ecol_murA_FOF
ARO:3003776	Staphylococcus aureus murA with mutation conferring resistance to fosfomycin	murA or UDP-N-acetylglucosamine enolpyruvyl transferase catalyses the initial step in peptidoglycan biosynthesis and is inhibited by fosfomycin. Overexpression of murA through mutations confers fosfomycin resistance.	40453	Saur_murA_FOF
ARO:3003777	Borreliella burgdorferi murA with mutation conferring resistance to fosfomycin	murA or UDP-N-acetylglucosamine enolpyruvyl transferase catalyses the initial step in peptidoglycan biosynthesis and is inhibited by fosfomycin. Mutations to the murA enzyme confers resistance to the antibiotic.	40454	Bbur_mur_FOF
ARO:3003778	Mycolicibacterium smegmatis ndh with mutation conferring resistance to isoniazid	Mutations in the Mycolicibacterium smegmatis ndh gene that results in increased resistance to isoniazid.	40460	Msme_ndh_INH
ARO:3003779	Mycobacterium tuberculosis variant bovis ndh with mutation conferring resistance to isoniazid	Mutations in the Mycobacterium tuberculosis variant bovis ndh gene that results in increased resistance to isoniazid.	40461	Mbov_ndh_INH
ARO:3003784	Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin	Mycobacterium tuberculosis murA confers intrinsic resistance to fosfomycin. The presence of an aspartic acid residue in place of the critical cysteine at position 117 that enables fosfomycin binding is believed to be responsible for this intrinsic resistance.	40467	Mtub_murA_FOF
ARO:3003785	Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin	Chlamydia murA confers intrinsic resistance to fosfomycin. The presence of an aspartic acid residue in place of the critical cysteine at position 119 that enables fosfomycin binding is believed to be responsible for this intrinsic resistance.	40469	Ctra_murA_FOF
ARO:3003788	Bacillus subtilis pgsA with mutation conferring resistance to daptomycin	Point mutations that occur within the Bacillus subtilis pgsA gene resulting in resistance to daptomycin.	40473	Bsub_pgsA_DAP
ARO:3003789	Campylobacter jejuni gyrA conferring resistance to fluoroquinolones	Campylobacter jejuni is a major bacterial infectious agent associated with gastroenteritis. Quinolone resistance is reportedly conferred by a single C-257-T nucleotide substitution in the gyrA gene.	40474	Cjej_gyrA_FLO
ARO:3003790	Enterococcus faecium liaF mutant conferring daptomycin resistance	liaF is an accessory protein that acts as a negative regulator of liaRS signal transduction pathway. Mutations confer daptomycin resistance.	40475	Efac_liaF_DAP
ARO:3003791	Enterococcus faecalis liaS mutant conferring daptomycin resistance	liaS is a histidine kinase found in the liaFSR signal transduction pathway. Mutations confer daptomycin resistance.	40476	Efae_liaS_DAP
ARO:3003792	Enterococcus faecalis liaR mutant conferring daptomycin resistance	liaR is a response regulator found in the liaFSR signal transduction pathway. Mutations confer daptomycin resistance.	40477	Efae_liaR_DAP
ARO:3003793	SPM-1	Plasmid-mediated SPM metallo-beta-lactamase conferring resistance to carbapenem. Originally isolated from Pseudomonas aeruginosa. Responsible for carbapenem-resistant Pseudomonas aeruginosa (CRPA) outbreaks in Brazil.	40478	SPM-1
ARO:3003794	Staphylococcus aureus walK with mutation conferring resistance to daptomycin	walK is the histidine kinase sensor of a two-component regulatory system controlling peptidoglycan metabolism through regulation of the expression of most of the peptidoglycan hydrolase genes. Mutations in the gene have been found that confer daptomycin resistance.	40479	Saur_walK_DAP
ARO:3003796	Acinetobacter baumannii ampC beta-lactamase	A class C beta-lactamase found in Acinetobacter baumannii that confers resistance to piperacillin and cefepime.	40481	Abau_ampC_BLA
ARO:3003797	Enterococcus faecalis YybT with mutation conferring daptomycin resistance	YybT has phosphodiesterase activity towards cyclic dinucleotides using a c-di-GMP hydrolyzing phosphodiesterase domain. Mutations to the gene confer resistance to daptomycin.	40482	Efae_YybT_DAP
ARO:3003800	Enterococcus faecalis gdpD with mutation conferring daptomycin resistance	gdpD is a glycerolphosphodiesterase whose mutations confer resistance to daptomycin.	40485	Efae_gdpD_DAP
ARO:3003801	bcr-1	Transmembrane protein which expels bicyclomycin from the cell, leading to bicyclomycin resistance. Identified in Pseudomonas aeruginosa strains responsible for outbreaks in Brazil, often appearing with blaSPM-1, another bicyclomycin resistance gene.	40486	bcr-1
ARO:3003803	Staphylococcus aureus agrA with mutation conferring resistance to daptomycin	agrA is an autoinducer in a peptide-quorum two-component regulatory system whose mutations confer daptomycin resistance.	40488	Saur_agrA_DAP
ARO:3003805	Enterococcus faecalis gshF with mutation conferring daptomycin resistance	gshF is a bifunctional glutamate-cysteine ligase/ glutathione synthetase that when mutated, confers daptomycin resistance.	40490	Efae_gshF_DAP
ARO:3003807	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	AcrR is a repressor of the AcrAB-TolC multidrug efflux complex. AcrR mutations result in high level antibiotic resistance. The mutations associated with this model are specific to E. coli.	40492	Ecol_AcrR_MULT
ARO:3003808	carO	carO is a transmembrane beta-barrel involved in the influx of carbapenem antibiotics in Acinetobacter baumannii. Disruption of the carO gene by distinct insertion elements results in a loss of carO expression causing resistance to carbapenem antibiotics. Homologs of carO have been identified in genera Acinetobacter, Moraxella and Psychrobacter.	40493	carO
ARO:3003809	Acinetobacter baumannii OprD conferring resistance to imipenem	An outer member protein (OMP) found in Acinetobacter baumannii involved in the uptake of imipenem and basic amino acids. This porin is homologous to Pseudomonas aeruginosa OprD, which performs an identical function.	40495	Abau_OprD_IPM
ARO:3003811	adeC	AdeC is the outer membrane factor of the AdeABC multidrug efflux complex. It can be replaced by other outer membrane channels, and is not essential for antibiotic resistance.	40499	adeC
ARO:3003813	Enterococcus faecalis drmA with mutation conferring daptomycin resistance	drmA is an uncharacterized 6-pass membrane protein, with mutations to the protein causing modest resistance to daptomycin.	40502	Efae_drmA_DAP
ARO:3003815	Enterococcus faecalis YvlB with mutation conferring daptomycin resistance	YvlB is a putative target of the liaFSR signalling pathway, whose mutations confer daptomycin resistance.	40504	Efae_YvlB_DAP
ARO:3003817	Acinetobacter baumannii gyrA conferring resistance to fluoroquinolones	Mutations in the A subunit of DNA gyrase reduce its affinity for fluoroquinolones, thereby conferring resistance.	40507	Abau_gyrA_FLO
ARO:3003818	Acinetobacter baumannii parC conferring resistance to fluoroquinolones	Mutations in Acinetobacter baumannii parC that result in resistance to fluoroquinolones.	40508	Abau_parC_FLO
ARO:3003820	mgrB	mgrB is a small transmembrane protein produced in the PhoPQ signalling system. It acts as a negative regulator in this system. Inactivation or down-regulation of mgrB confers colistin resistance by absence as shown in Klebsiella pneumoniae.	40510	mgrB
ARO:3003835	cdeA	Clostridioides difficile and Escherichia coli multidrug efflux transporter with antiporter function. Confers resistance to fluoroquinolones in E. coli and acriflavin in Clostridioides difficile.	40526	cdeA
ARO:3003836	qacH	qacH is a subunit of the qac multidrug efflux pump in Staphylococcus saprophyticus.	40527	qacH
ARO:3003838	gadW	GadW is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance. GadW inhibits GadX-dependent activation. GadW clearly represses gadX and, in situations where GadX is missing, activates gadA and gadBC.	40529	gadW
ARO:3003839	Mrx	Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.	40531	Mrx
ARO:3003841	kdpE	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	40534	kdpE
ARO:3003842	MUS-2	MUS-2 is a chromosome-encoded beta-lactamase from Myroides odoratimimus.	40535	MUS-2
ARO:3003843	leuO	leuO, a LysR family transcription factor, exists in a wide variety of bacteria of the family Enterobacteriaceae and is involved in the regulation of as yet unidentified genes affecting the stress response and pathogenesis expression. LeuO is also an activator of the MdtNOP efflux pump.	40537	leuO
ARO:3003844	mfd	mfd dissociates transcription elongation complexes blocked at nonpairing lesions and mediates recruitment of DNA repair proteins. The Mfd (mutation frequency decline) protein, also known as transcription-repair coupling factor, is responsible for ATP-dependent removal of stalled RNA polymerase from DNA lesions by inducing forward movement of the RNA polymerase and subsequent recruitment of nucleotide excision repair machinery to the sites of the lesions.	40538	mfd
ARO:3003847	ADC-1	ADC-1 is a beta-lactamase found in Acinetobacter baumannii.	40544	ADC-1
ARO:3003848	ADC-2	ADC-2 is a beta-lactamase found in Oligella urethralis.	40545	ADC-2
ARO:3003849	ADC-3	ADC-3 is a beta-lactamase found in Acinetobacter baumannii.	40547	ADC-3
ARO:3003850	ADC-4	ADC-4 is a beta-lactamase found in Acinetobacter baumannii.	40548	ADC-4
ARO:3003851	ADC-5	ADC-5 is a beta-lactamase found in Acinetobacter pittii.	40549	ADC-5
ARO:3003852	ADC-6	ADC-6 is a beta-lactamase found in Acinetobacter baumannii.	40551	ADC-6
ARO:3003853	ADC-7	ADC-7 is a beta-lactamase that is found in Acinetobacter baumannii.	40552	ADC-7
ARO:3003854	ADC-8	ADC-8 is a beta-lactamase found in Acinetobacter sp.	40553	ADC-8
ARO:3003855	ADC-10	ADC-10 is a beta-lactamase found in Acinetobacter baumannii.	40554	ADC-10
ARO:3003856	ADC-12	ADC-12 is a beta-lactamase found in Acinetobacter pittii.	40555	ADC-12
ARO:3003857	ADC-13	ADC-13 is a beta-lactamase found in Acinetobacter pittii.	40556	ADC-13
ARO:3003858	ADC-14	ADC-14 is a beta-lactamase found in Acinetobacter pittii.	40557	ADC-14
ARO:3003859	ADC-15	ADC-15 is a beta-lactamase found in Acinetobacter pittii.	40558	ADC-15
ARO:3003860	ADC-16	ADC-16 is a beta-lactamase found in Acinetobacter pittii.	40559	ADC-16
ARO:3003861	ADC-17	ADC-17 is a beta-lactamase found in Acinetobacter pittii.	40560	ADC-17
ARO:3003862	ADC-18	ADC-18 is a beta-lactamase found in Acinetobacter pittii.	40561	ADC-18
ARO:3003863	ADC-19	ADC-19 is a beta-lactamase found in Acinetobacter pittii.	40562	ADC-19
ARO:3003864	ADC-20	ADC-20 is a beta-lactamase found in Acinetobacter pittii.	40563	ADC-20
ARO:3003865	ADC-21	ADC-21 is a beta-lactamase found in Acinetobacter pittii.	40564	ADC-21
ARO:3003866	ADC-22	ADC-22 is a beta-lactamase found in Acinetobacter pittii.	40565	ADC-22
ARO:3003867	ADC-23	ADC-23 is a beta-lactamase found in Acinetobacter pittii.	40566	ADC-23
ARO:3003868	ADC-25	ADC-25 is a beta-lactamase found in Acinetobacter baumannii.	40567	ADC-25
ARO:3003870	ADC-31	ADC-31 is a beta-lactamase found in Acinetobacter baumannii.	40569	ADC-31
ARO:3003871	ADC-39	ADC-39 is a beta-lactamase found in Acinetobacter baumannii.	40570	ADC-39
ARO:3003872	ADC-41	ADC-41 is a beta-lactamase found in Acinetobacter pittii.	40571	ADC-41
ARO:3003873	ADC-42	ADC-42 is a beta-lactamase found in Acinetobacter pittii.	40572	ADC-42
ARO:3003874	ADC-43	ADC-43 is a beta-lactamase found in Acinetobacter pittii.	40573	ADC-43
ARO:3003876	ADC-44	ADC-44 is a beta-lactamase found in Acinetobacter pittii.	40575	ADC-44
ARO:3003878	ADC-56	ADC-56 is a beta-lactamase found in Acinetobacter baumannii.	40577	ADC-56
ARO:3003879	ADC-61	ADC-61 is a beta-lactamase found in Acinetobacter baumannii.	40578	ADC-61
ARO:3003880	ADC-74	ADC-74 is a beta-lactamase found in Acinetobacter baumannii.	40579	ADC-74
ARO:3003881	ADC-75	ADC-75 is a beta-lactamase found in Acinetobacter baumannii.	40580	ADC-75
ARO:3003882	ADC-76	ADC-76 is a beta-lactamase found in Acinetobacter baumannii.	40581	ADC-76
ARO:3003883	ADC-77	ADC-77 is a beta-lactamase found in Acinetobacter baumannii.	40582	ADC-77
ARO:3003884	ADC-78	ADC-78 is a beta-lactamase found in Acinetobacter baumannii.	40583	ADC-78
ARO:3003885	ADC-79	ADC-79 is a beta-lactamase found in Acinetobacter baumannii.	40584	ADC-79
ARO:3003886	ADC-80	ADC-80 is a beta-lactamase found in Acinetobacter baumannii.	40585	ADC-80
ARO:3003887	ADC-81	ADC-81 is a beta-lactamase found in Acinetobacter baumannii.	40586	ADC-81
ARO:3003888	ADC-82	ADC-82 is a beta-lactamase found in Acinetobacter baumannii.	40587	ADC-82
ARO:3003889	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Point mutations to the active importer GlpT, which is involved with the uptake of many phosphorylated sugars, confer resistance to fosfomycin by reducing import of the drug into the bacteria.	40588	Ecol_GlpT_FOF
ARO:3003890	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	Mutations to the active importer UhpT, which is involved with the uptake of many phosphorylated sugars, confer resistance to fosfomycin by reducing import of the drug into the bacteria.	40592	Ecol_UhpT_FOF
ARO:3003893	Escherichia coli uhpA with mutation conferring resistance to fosfomycin	uhpA is a positive activator of the fosfomycin importer uhpT, thus mutations to uhpA confer fosfomycin resistance by reducing uhpT expression. Both knockout and amino acid substitution mutations have been found that confer resistance, with the Protein Knockout model describing the large, knockout mutations causing loss of function of the gene, and the Protein Variant model describing the amino acid substitutions.	40595	Ecol_uhpA_FOF
ARO:3003894	Rm3	Rm3 is a class B3 metallo-beta-lactamase isolated from a metagenomic soil sample in Yorkshire, United Kingdom, shown to confer resistance to clinically used penicillins, cephalosporins, and carbapenems.	40596	Rm3
ARO:3003895	Pseudomonas mutant PhoP conferring resistance to colistin	Mutations in Pseudomonas aeruginosa PhoP of the two-component PhoPQ regulatory system. Presence of mutation confers resistance to colistin.	40597	Paer_PhoP_CST
ARO:3003896	Pseudomonas mutant PhoQ conferring resistance to colistin	Mutations in Pseudomonas aeruginosa PhoQ of the two-component PhoPQ regulatory system. Presence of mutation confers resistance to colistin.	40598	Paer_PhoQ_CST
ARO:3003899	Escherichia coli PtsI with mutation conferring resistance to fosfomycin	PtsI (phosphoenolpyruvate-protein phosphotransferase) is involved in cyclic AMP synthesis, which regulates glpT expression. As a result, mutations to ptsI confer resistance to fosfomycin by affecting the regulation of fosfomycin import.	40601	Ecol_PtsI_FOF
ARO:3003900	Escherichia coli cyaA with mutation conferring resistance to fosfomycin	CyaA (adenylate cyclase) is involved with the synthesis of cyclic AMP which regulates the fosfomycin transporter glpT. As a result, mutations to cyaA confer resistance to fosfomycin.	40602	Ecol_cyaA_FOF
ARO:3003901	Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin	Mutations to the active importer GlpT, which is involved with the uptake of many phosphorylated sugars, confer resistance to fosfomycin by reducing import of the drug into the bacteria.	40603	Saur_GlpT_FOF
ARO:3003902	Staphylococcus aureus UhpT with mutation conferring resistance to fosfomycin	Mutations to the active importer UhpT, which is involved with the uptake of many phosphorylated sugars, confer resistance to fosfomycin by reducing import of the drug into the bacteria.	40604	Saur_UhpT_FOF
ARO:3003905	ANT(4')-Ib	Aminoglycoside nucleotidyltransferase sequence from Staphylococcus aureus plasmid.	40608	ANT(4')-Ib
ARO:3003907	cipA	Cfr-like methyltransferase enzyme conferring resistance to multiple clinically relevant antibiotic classes.	40612	cipA
ARO:3003908	Erm(47)	Chromosome-encoded gene conferring MLSB resistance. Identified from Helcococcus kunzii.	40614	Erm(47)
ARO:3003917	Staphylococcus aureus menA with mutation conferring resistance to lysocin	menA encodes a 1,4-dihydroxy-2-naphthoate octaprenyltransferase, with mutations to the protein conferring resistance to lysocin E.	40625	Saur_menA_LYS
ARO:3003918	apmA	Plasmid-borne apramycin-resistant aminocyclitol acetyltransferase gene identified from bovine MRSA.	40626	apmA
ARO:3003920	pgpB	A gene that produces the protein lipid A 4'-phosphatase.	40628	pgpB
ARO:3003921	oqxAB	oqxAB encodes for OqxAB, a plasmid-encoded efflux pump, which confer resistance to multiple agents including fluoroquinolones.	40630	oqxAB
ARO:3003922	oqxA	RND efflux pump conferring resistance to fluoroquinolone.	40631	oqxA
ARO:3003923	oqxB	RND efflux pump conferring resistance to fluoroquinolone.	40632	oqxB
ARO:3003924	Haemophilus parainfluenzae gyrA conferring resistance to fluoroquinolones	Point mutation of Haemophilus parainfluenzae gyrA resulted in the lowered affinity between fluoroquinolones and GyrA. Thus, conferring resistance. Both Ser and Tyr are hydrophilic amino acids, however Tyr has an additional bulky hydrophobic group which could affect the interaction between the DNA gyrase with quinolones.	40633	Hpin_gyrA_FLO
ARO:3003925	Haemophilus parainfluenzae parC conferring resistance to fluoroquinolones	Point mutation of Haemophilus parainfluenzae parC resulted in the lowered affinity between fluoroquinolones and ParC. Thus, conferring resistance.	40634	Hpin_parC_FLO
ARO:3003926	Salmonella enterica gyrA conferring resistance to fluoroquinolones	Point mutations in Salmonella gyrA that confer resistance to Nalidixic acid, a fluoroquinolone antibiotic. These mutations have also been shown to reduce susceptibility to ciprofloxacin.	40635	Sent_gyrA_FLO
ARO:3003928	Neisseria gonorrhoeae gyrA conferring resistance to fluoroquinolones	Point mutation in Neisseria gonorrhoeae DNA gyrase subunit A. Decreases affinity between fluoroquinolone antibiotic molecule and gyrA, thereby conferring resistance to fluoroquinolone.	40637	Ngon_gyrA_FLO
ARO:3003929	Neisseria gonorrhoeae parC conferring resistance to fluoroquinolones	Point mutations in Neisseria gonorrhoeae parC protein that confer resistance to fluoroquinolone by reducing affinity to antibiotic binding site.	40639	Ngon_parC_FLO
ARO:3003930	rpsJ	rpsJ is a tetracycline resistance protein identified in Neisseria gonorrhoeae. Tetracycline resistance is conferred by binding to the ribosome as a 30S ribosomal protection protein.	40640	rpsJ
ARO:3003931	Capnocytophaga gingivalis gyrA conferring resistance to fluoroquinolones	Point mutation in Capnocytophaga gingivalis that decreases binding affinity of fluoroquinolone antibiotics to gyrA, thereby conferring resistance.	40641	Cgin_gyrA_FLO
ARO:3003937	Neisseria meningititis PBP2 conferring resistance to beta-lactam	Point mutation in Neisseria meningititis PBP2 (penA) decreases affinity between beta-lactam antibiotic molecule and PBP2, thereby conferring resistance to beta-lactam.	40660	Nmen_PBP2_BLA
ARO:3003939	Salmonella enterica parC conferring resistance to fluoroquinolones	Point mutations in Salmonella parC gene implicated in decreased susceptibility to fluoroquinolone antibiotics, primarily ciprofloxacin and nalidixic acid.	40662	Sent_parC_FLO
ARO:3003940	Shigella flexneri gyrA conferring resistance to fluoroquinolones	Point mutations in Shigella flexneri gyrA observed to confer resistance to fluoroquinolone antibiotics.	40664	Sfle_gyrA_FLO
ARO:3003941	Shigella flexneri parC conferring resistance to fluoroquinolones	Point mutation in parC conferring resistance to fluoroquinolone antibiotics in Shigella flexneri,.	40666	Sfle_parC_FLO
ARO:3003942	abcA	AbcA is a multidrug resistant ABC transporter that confers resistance to methicillin, daptomycin, cefotaxime, and moenomycin.	40695	abcA
ARO:3003948	efrA	efrA is a part of the EfrAB efflux pump, and both efrA and efrB are necessary to confer drug resistance.	40703	efrA
ARO:3003949	efrB	efrB is a part of the EfrAB efflux pump, and both efrA and efrB are necessary to confer multidrug resistance.	40704	efrB
ARO:3003950	msbA	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A, a major component of the bacterial outer cell membrane, and is the only bacterial ABC transporter that is essential for cell viability.	40720	msbA
ARO:3003952	YojI	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	40722	YojI
ARO:3003953	hmrM	hmrM is a multidrug efflux pump belonging to the MATE family and functions as a  Na+/drug antiporter.	40723	hmrM
ARO:3003954	efmA	efmA is an MFS transporter permease in  E. faecium.	40724	efmA
ARO:3003955	efpA	efpA is an MFS transporter found in Mycobacterium tuberculosis.	40726	efpA
ARO:3003961	farA	farA is the membrane fusion protein that is part of the farAB efflux pump.	40732	farA
ARO:3003962	farB	farB is the cytoplasmic transporter protein that is part of the farAB efflux pump. farB corresponds to 3 loci in Pseudomonas aeruginosa PAO1 and 3 loci in Pseudomonas aeruginosa LESB58.	40733	farB
ARO:3003964	hp1181	hp1181 is a translocase that is part of the MFS efflux pump family. It is found in H. pylori and has role in the active efflux of antibiotics.	40735	hp1181
ARO:3003965	hp1184	hp1184 is a translocase that belongs to the MATE efflux pump family. It is found in H. pylori and is involved in the active efflux of antibiotics.	40736	hp1184
ARO:3003966	Klebsiella pneumoniae OmpK35	Klebsiella pneumoniae outer membrane porin protein. In beta-lactam-resistant Klebsiella, this porin is often deleted, limiting diffusion of the antibiotic into the cell. Klebsiella strains expressing OmpK35 are often beta-lactam sensitive even in the presence of beta-lactamases because of an inefficient mechanism.	40737	Kpne_OmpK35
ARO:3003967	lfrA	lfrA is involved in the active efflux of quinolones and is found in Mycobacteroides abscessus.	40738	lfrA
ARO:3003968	Klebsiella pneumoniae OmpK36	Klebsiella pneumoniae outer membrane porin protein. In beta-lactam-resistant Klebsiella, this porin is often deleted, limiting diffusion of the antibiotic into the cell. Klebsiella strains expressing OmpK36 are often beta-lactam sensitive even in the presence of beta-lactamases because of an inefficient mechanism.	40739	Kpne_OmpK36
ARO:3003969	lmrP	lmrP is a proton motive force-dependent drug transporter that is part of the MFS efflux pump family.	40740	lmrP
ARO:3003970	D-Ala-D-Ala ligase	Non-van ligases that synthesize D-Ala-D-Ala, the default cell wall precursor that makes a cell vulnerable to glycopeptide antibiotics. Mutations in the ddl gene can cause the production of nonfunctional/inactivated D-Ala-D-Ala ligases, which can render bacteria glycopeptide dependent depending on the presence of vancomycin resistance clusters.	40743	Ddl
ARO:3003971	Erm(44)v	Variant of Erm(44)v isolated from Staphylococcus saprophyticus, confers resistance to lincosamide and macrolide antibiotics but not streptogramins.	40752	Erm(44)v
ARO:3003974	Cutibacterium acnes gyrA conferring resistance to fluoroquinolones	Point mutations in Cutibacterium acnes gyrA protein known to confer resistance to fluoroquinolone antibiotics.	40779	Cacn_gyrA_FLO
ARO:3003977	Halobacterium salinarum 16S rRNA mutation conferring resistance to pactamycin	Point mutations in Halobacterium 16S rRNA that confer resistance to pactamycin antibiotic.	40806	Hsal_16S_PAC
ARO:3003978	Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin	Point mutation in C. reinhardtii rrnS conferring resistance to streptomycin antibiotic.	40814	Crei_16rrnS_STR
ARO:3003980	tetA(58)	TetA(58) is a Tetracycline efflux pump described in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.	40861	tetA(58)
ARO:3003981	tetB(58)	Tetracycline resistant TetB(58) efflux pump found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.	40863	tetB(58)
ARO:3003982	LlmA 23S ribosomal RNA methyltransferase	Lincosamide (Clindamycin) resistant (putative) ribosomal methyltransferase related to the RlmK 23S rRNA methyltransferase COG family. Detected in Paenibacillus sp. LC231, an isolated strain of Paenibacillus found in Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.	40864	LlmA_23S_CLI
ARO:3003983	CatU	Chloramphenicol acetyltransferase conferring resistance to phenicol antibiotics detected in Paenibacillus sp. LC231, an isolated strain of Paenibacillus from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.	40865	CatU
ARO:3003984	BahA	Bacitracin amidohydrolase found in Paenibacillus sp. LC231, an isolated strain of Paenibacillus from Lechuguilla Cave, NM, USA. Confers resistance by bacitracin inactivation through amidohydrolysis. Described by Pawlowski et al. 2016.	40866	BahA
ARO:3003986	TaeA	Pleuromutilin (Tiamulin) ABC efflux pump found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to pleuromutilin antibiotics. Described by Pawlowski et al. 2016.	40868	TaeA
ARO:3003987	VatI	Streptogramin A acetyltransferase found in Paenibacillus sp. LC231, isolated from Lechuguilla Cave, NM, USA. Confers resistance to streptogramin A antibiotics. Described by Pawlowski et al. 2016.	40869	VatI
ARO:3003988	AAC(2')-IIb	AAC(2')-IIb is an intrinsic Kasugamycin 2' acetyltransferase protein found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to aminoglycoside antibiotics, including kasugamycin. Described by Pawlowski et al. 2016.	40870	AAC(2')-IIb
ARO:3003989	AAC(6')-34	AAC(6')-34 is an aminoglycoside 6'-phosphotransferase found in Paenibacillus sp. LC231, a strain of Paenibacillus from Lechuguilla Cave, NM, USA. Confers resistance to aminoglycoside antibiotics. Described by Pawlowski et al. 2016.	40871	AAC(6')-34
ARO:3003990	vgbC	VgbC is a streptogramin B-type lyase found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to streptogramin B-type antibiotics by linearization of the lactone ring on an ester bond, resulting in antibiotic inactivation. Described by Pawlowski et al. 2016.	40872	vgbC
ARO:3003991	mphI	mphI is a macrolide phosphotransferase protein found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to macrolide antibiotics. Described by Pawlowski et al. 2016.	40873	mphI
ARO:3003992	rphB	rphB is a rifampin phosphotransferase protein found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to rifamycin antibiotics, specifically rifampin, through rifampin inactivation. Described by Pawlowski et al. 2016.	40874	rphB
ARO:3003994	cpaA	cpaA is a capreomycin acetyltransferase protein found in Paenibacillus sp. LC231, an isolated strain of Paenibacillus in Lechuguilla Cave, NM, USA. Confers resistance to capreomycin, an aminoglycoside antibiotic. Described by Pawlowski et al. 2016.	40876	cpaA
ARO:3003995	Clostridioides difficile gyrA conferring resistance to fluoroquinolones	Amino acid substitutions in Clostridioides difficile gyrase subunit A which when present confer functional resistance to fluoroquinolone antibiotics.	40901	Cdif_gyrA_FLO
ARO:3004032	tetA(46)	tetA(46) is a subunit of tetAB(46), a heterodimeric ABC transporter, that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.	41064	tetA(46)
ARO:3004033	tetB(46)	tetB(46) is a subunit of tetAB(46), a heterodimeric ABC transporter, that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.	41066	tetB(46)
ARO:3004035	tetA(60)	tetA(60) is a subunit of tetAB(60), an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli, which is required for resistance.	41068	tetA(60)
ARO:3004036	tetB(60)	tetB(60) is a subunit of tetAB(60), an ABC transporter that confers resistance to tetracycline and tigercycline identified by screening a human saliva metagenomic library in Escherichia coli, which is required for resistance.	41069	tetB(60)
