Accession	Name	Description	ID
119912	Salmonella enterica subsp. enterica serovar Choleraesuis		35738
321314	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67		35799
399584	Salmonella enterica subsp. enterica serovar Coeln		35818
483687	Salmonella enterica subsp. enterica serovar Concord		35844
353544	Salmonella enterica subsp. enterica serovar Copenhagen		35806
486990	Salmonella enterica subsp. enterica serovar Copenhagen		35848
593905	Salmonella enterica subsp. enterica serovar Corvallis		35906
189201	Salmonella enterica subsp. enterica serovar Cubana		35766
1271863	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050	45689
630526	Salmonella enterica subsp. enterica serovar Dakar		35912
28144	Salmonella enterica subsp. enterica serovar Derby		35667
486991	Salmonella enterica subsp. enterica serovar Dowd		35849
98360	Salmonella enterica subsp. enterica serovar Dublin		35733
439851	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853		35829
322832	Salmonella enterica subsp. enterica serovar Duesseldorf		35800
174641	Salmonella enterica subsp. enterica serovar Duisburg		35753
486992	Salmonella enterica subsp. enterica serovar Durban		35850
486993	Salmonella enterica subsp. enterica serovar Eastbourne		35851
286784	Salmonella enterica subsp. enterica serovar Emek		35796
149539	Salmonella enterica subsp. enterica serovar Enteritidis		35750
565035	Salmonella enterica subsp. enterica serovar Enteritidis str. 48-0811		35891
272989	Salmonella enterica subsp. enterica serovar Enteritidis str. LK5		35789
550537	Salmonella enterica subsp. enterica serovar Enteritidis str. P125109		35888
29475	Salmonella enterica subsp. enterica serovar Enteritidis var. chaco		35676
29476	Salmonella enterica subsp. enterica serovar Enteritidis var. danysz		35677
29478	Salmonella enterica subsp. enterica serovar Enteritidis var. jena		35679
29477	Salmonella enterica subsp. enterica serovar Essen		35678
328659	Salmonella enterica subsp. enterica serovar Fischerkietz		35802
594	Salmonella enterica subsp. enterica serovar Gallinarum		35654
604	Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum		35660
550538	Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91		35889
260366	Salmonella enterica subsp. enterica serovar Garoli		35779
46626	Salmonella enterica subsp. enterica serovar Give		35696
260678	Salmonella enterica subsp. enterica serovar Goldcoast		35785
260681	Salmonella enterica subsp. enterica serovar Grumpensis		35788
149385	Salmonella enterica subsp. enterica serovar Hadar		35743
465516	Salmonella enterica subsp. enterica serovar Hadar str. RI_05P066		35840
192956	Salmonella enterica subsp. enterica serovar Haifa		35770
568095	Salmonella enterica subsp. enterica serovar Hartford		35897
179997	Salmonella enterica subsp. enterica serovar Havana		35755
611	Salmonella enterica subsp. enterica serovar Heidelberg		35663
454169	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476		35837
454164	Salmonella enterica subsp. enterica serovar Heidelberg str. SL486		35832
486994	Salmonella enterica subsp. enterica serovar Hvittingfoss		35852
486995	Salmonella enterica subsp. enterica serovar Idikan		35853
286783	Salmonella enterica subsp. enterica serovar Indiana		35795
565037	Salmonella enterica subsp. enterica serovar Indiana str. KMR53		35893
595	Salmonella enterica subsp. enterica serovar Infantis		35655
596155	Salmonella enterica subsp. enterica serovar Infantis str. SARB27		35907
224729	Salmonella enterica subsp. enterica serovar Java		35778
363569	Salmonella enterica subsp. enterica serovar Javiana		35812
454167	Salmonella enterica subsp. enterica serovar Javiana str. GA_MM04042433		35835
358771	Salmonella enterica subsp. enterica serovar Kedougou		35810
192955	Salmonella enterica subsp. enterica serovar Kentucky		35769
454231	Salmonella enterica subsp. enterica serovar Kentucky str. CDC 191		35838
439842	Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188		35825
375284	Salmonella enterica subsp. enterica serovar Keurmassar		35814
286781	Salmonella enterica subsp. enterica serovar Kinshasa		35793
224727	Salmonella enterica subsp. enterica serovar Kottbus		35777
486996	Salmonella enterica subsp. enterica serovar Kunzendorf		35854
459283	Salmonella enterica subsp. enterica serovar Lansing		35839
260676	Salmonella enterica subsp. enterica serovar Lexington		35783
486997	Salmonella enterica subsp. enterica serovar Lille		35855
486998	Salmonella enterica subsp. enterica serovar Litchfield		35856
216804	Salmonella enterica subsp. enterica serovar Liverpool		35775
260680	Salmonella enterica subsp. enterica serovar Livingstone		35787
149390	Salmonella enterica subsp. enterica serovar London		35748
260679	Salmonella enterica subsp. enterica serovar Madjorio		35786
340189	Salmonella enterica subsp. enterica serovar Manhattan		35804
44468	Salmonella enterica subsp. enterica serovar Maregrosso		35694
29479	Salmonella enterica subsp. enterica serovar Marrtens		35680
57742	Salmonella enterica subsp. enterica serovar Matopeni		35707
192954	Salmonella enterica subsp. enterica serovar Mbandaka		35768
486999	Salmonella enterica subsp. enterica serovar Meleagridis		35857
286780	Salmonella enterica subsp. enterica serovar Miami		35792
523836	Salmonella enterica subsp. enterica serovar Miami str. ATCC BAA-1586		35883
149388	Salmonella enterica subsp. enterica serovar Mikawasima		35746
70803	Salmonella enterica subsp. enterica serovar Minnesota		35725
487000	Salmonella enterica subsp. enterica serovar Molade		35858
29480	Salmonella enterica subsp. enterica serovar Monschaui		35681
115981	Salmonella enterica subsp. enterica serovar Montevideo		35736
28146	Salmonella enterica subsp. enterica serovar Moscow		35668
596	Salmonella enterica subsp. enterica serovar Muenchen		35656
596158	Salmonella enterica subsp. enterica serovar Muenchen str. SARB34		35910
82689	Salmonella enterica subsp. enterica serovar Muenster		35728
523828	Salmonella enterica subsp. enterica serovar Muenster str. ATCC BAA-1575		35875
659432	Salmonella enterica subsp. enterica serovar Mygdal		35913
71517	Salmonella enterica subsp. enterica serovar Naestved		35726
487001	Salmonella enterica subsp. enterica serovar Newington		35859
367181	Salmonella enterica subsp. enterica serovar Newlands		35813
34040	Salmonella enterica subsp. enterica serovar Newmexico		35685
108619	Salmonella enterica subsp. enterica serovar Newport		35735
585201	Salmonella enterica subsp. enterica serovar Newport str. CVM36720		35902
423368	Salmonella enterica subsp. enterica serovar Newport str. SL254		35823
454168	Salmonella enterica subsp. enterica serovar Newport str. SL317		35836
117541	Salmonella enterica subsp. enterica serovar Ohio		35737
28147	Salmonella enterica subsp. enterica serovar Oranienburg		35669
612	Salmonella enterica subsp. enterica serovar Ordonez		35664
399586	Salmonella enterica subsp. enterica serovar Orion		35819
34041	Salmonella enterica subsp. enterica serovar Othmarschen		35686
29472	Salmonella enterica subsp. enterica serovar Panama		35673
565038	Salmonella enterica subsp. enterica serovar Panama str. KMR64		35894
54388	Salmonella enterica subsp. enterica serovar Paratyphi A		35702
554290	Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601		35890
295319	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150		35797
57045	Salmonella enterica subsp. enterica serovar Paratyphi B		35704
523830	Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1584		35877
523829	Salmonella enterica subsp. enterica serovar Paratyphi B str. ATCC BAA-1585		35876
57046	Salmonella enterica subsp. enterica serovar Paratyphi C		35705
476213	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	35843
566547	Salmonella enterica subsp. enterica serovar Paratyphi C str. SARB 49		35896
34042	Salmonella enterica subsp. enterica serovar Pensacola		35687
260369	Salmonella enterica subsp. enterica serovar Poeseldorf		35782
570935	Salmonella enterica subsp. enterica serovar Pomona		35900
436295	Salmonella enterica subsp. enterica serovar Poona		35824
596156	Salmonella enterica subsp. enterica serovar Poona str. SGSC4934		35908
597	Salmonella enterica subsp. enterica serovar Potsdam		35657
605	Salmonella enterica subsp. enterica serovar Pullorum		35661
212106	Salmonella enterica subsp. enterica serovar Rachaburi		35773
165302	Salmonella enterica subsp. enterica serovar Reading		35752
399587	Salmonella enterica subsp. enterica serovar Rissen		35820
28149	Salmonella enterica subsp. enterica serovar Rostock		35670
598	Salmonella enterica subsp. enterica serovar Rubislaw		35658
90105	Salmonella enterica subsp. enterica serovar Saintpaul		35730
439846	Salmonella enterica subsp. enterica serovar Saintpaul str. SARA23		35827
439847	Salmonella enterica subsp. enterica serovar Saintpaul str. SARA29		35828
181736	Salmonella enterica subsp. enterica serovar Schleissheim		35757
340190	Salmonella enterica subsp. enterica serovar Schwarzengrund		35805
439843	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633		35826
565039	Salmonella enterica subsp. enterica serovar Schwarzengrund str. KMR78		35895
454165	Salmonella enterica subsp. enterica serovar Schwarzengrund str. SL480		35833
363568	Salmonella enterica subsp. enterica serovar Sendai		35811
28150	Salmonella enterica subsp. enterica serovar Senftenberg		35671
44469	Salmonella enterica subsp. enterica serovar Setubal		35695
46627	Salmonella enterica subsp. enterica serovar Shomron		35697
29481	Salmonella enterica subsp. enterica serovar Simsbury		35682
487002	Salmonella enterica subsp. enterica serovar Singapore		35860
181798	Salmonella enterica subsp. enterica serovar Sloterdijk		35760
192953	Salmonella enterica subsp. enterica serovar Stanley		35767
286782	Salmonella enterica subsp. enterica serovar Stanleyville		35794
487003	Salmonella enterica subsp. enterica serovar Taksony		35861
356544	Salmonella enterica subsp. enterica serovar Tallahassee		35808
181828	Salmonella enterica subsp. enterica serovar Tejas		35761
143221	Salmonella enterica subsp. enterica serovar Tennessee		35741
573395	Salmonella enterica subsp. enterica serovar Tennessee str. CDC07-0191		35901
181829	Salmonella enterica subsp. enterica serovar Tennyson		35762
181737	Salmonella enterica subsp. enterica serovar Texas		35758
600	Salmonella enterica subsp. enterica serovar Thompson		35659
149389	Salmonella enterica subsp. enterica serovar Toulon		35747
181830	Salmonella enterica subsp. enterica serovar Travis		35763
90370	Salmonella enterica subsp. enterica serovar Typhi		35731
90371	Salmonella enterica subsp. enterica serovar Typhimurium		35732
588858	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		35903
568708	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580		35898
85569	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	35729
568709	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2		35899
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		35734
216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	35774
718274	Salmonella enterica subsp. enterica serovar Typhimurium str. T000240		35653
178328	Salmonella enterica subsp. enterica serovar Typhimurium str. TR7095		35754
497977	Salmonella enterica subsp. enterica serovar Typhi str. 404ty		35874
496065	Salmonella enterica subsp. enterica serovar Typhi str. AG3		35866
220341	Salmonella enterica subsp. enterica serovar Typhi str. CT18		35776
497976	Salmonella enterica subsp. enterica serovar Typhi str. E00-7866		35873
497975	Salmonella enterica subsp. enterica serovar Typhi str. E01-6750		35872
497974	Salmonella enterica subsp. enterica serovar Typhi str. E02-1180		35871
497973	Salmonella enterica subsp. enterica serovar Typhi str. E98-0664		35870
496068	Salmonella enterica subsp. enterica serovar Typhi str. E98-2068		35869
496064	Salmonella enterica subsp. enterica serovar Typhi str. E98-3139		35865
496067	Salmonella enterica subsp. enterica serovar Typhi str. J185		35868
496066	Salmonella enterica subsp. enterica serovar Typhi str. M223		35867
596159	Salmonella enterica subsp. enterica serovar Typhi str. SGSC2661		35911
209261	Salmonella enterica subsp. enterica serovar Typhi str. Ty2		35771
527001	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a		35887
41529	Salmonella enterica subsp. enterica serovar Typhisuis		35693
487004	Salmonella enterica subsp. enterica serovar Uganda		35862
487005	Salmonella enterica subsp. enterica serovar Uphill		35863
260677	Salmonella enterica subsp. enterica serovar Urbana		35784
181797	Salmonella enterica subsp. enterica serovar Vellore		35759
48409	Salmonella enterica subsp. enterica serovar Virchow		35700
465517	Salmonella enterica subsp. enterica serovar Virchow str. SL491		35841
140099	Salmonella enterica subsp. enterica serovar Virginia		35740
322833	Salmonella enterica subsp. enterica serovar Wagenia		35801
487006	Salmonella enterica subsp. enterica serovar Wangata		35864
406014	Salmonella enterica subsp. enterica serovar Washington		35822
58101	Salmonella enterica subsp. enterica serovar Waycross		35714
57743	Salmonella enterica subsp. enterica serovar Weltevreden		35708
465518	Salmonella enterica subsp. enterica serovar Weltevreden str. HI_N05-537		35842
356621	Salmonella enterica subsp. enterica serovar Westhampton		35809
149384	Salmonella enterica subsp. enterica serovar Wien		35742
399588	Salmonella enterica subsp. enterica serovar Zanzibar		35821
59205	Salmonella enterica subsp. houtenae		35720
59244	Salmonella enterica subsp. houtenae serovar 43:z4,z23:-		35723
286760	Salmonella enterica subsp. houtenae serovar 45a,b:g,z51:-		35791
58100	Salmonella enterica subsp. houtenae serovar Houten		35713
523832	Salmonella enterica subsp. houtenae str. ATCC BAA-1580		35879
523831	Salmonella enterica subsp. houtenae str. ATCC BAA-1581		35878
59207	Salmonella enterica subsp. indica		35721
59246	Salmonella enterica subsp. indica serovar 1,6,14,25:a:e,n,x	Salmonella enterica subsp. indica serovar 1,6,14,25:a:e,n,x	35724
523835	Salmonella enterica subsp. indica str. ATCC BAA-1576		35882
523834	Salmonella enterica subsp. indica str. ATCC BAA-1578		35881
59202	Salmonella enterica subsp. salamae		35717
181897	Salmonella enterica subsp. salamae serovar 4,12,27:i:z35		35764
181898	Salmonella enterica subsp. salamae serovar 4,12:z:1,7		35765
41518	Salmonella enterica subsp. salamae serovar 42:f,g,t:--		35690
297361	Salmonella enterica subsp. salamae serovar Greenside		35798
46629	Salmonella enterica subsp. salamae serovar Sofia		35698
523838	Salmonella enterica subsp. salamae str. ATCC BAA-1582		35885
523837	Salmonella enterica subsp. salamae str. ATCC BAA-1583		35884
59208	Salmonella enterica subsp. VII		35722
41520	Salmonella enterica subsp. VII serovar 1,40:g,z51:--	Salmonella enterica subsp. VII serovar 1,40:g,z51:--	35691
41521	Salmonella enterica subsp. VII serovar 40:z4,z24:--	Salmonella enterica subsp. VII serovar 40:z4,z24:--	35692
599	Salmonella sp.	_blank_	41493
228739	Salmonella sp. S191		36805
644616	Salmonella sp. YLD3		36945
75555	Salmonella thompson C1		35727
194701	Salmonella virus Fels2	Salmonella virus Fels2	36762
2529408	Schaalia	placeholder	43504
1660	Schaalia odontolytica	_BLANK_	43823
749907	sediment metagenome	_blank_	43201
265976	Serinicoccus	placeholder	43505
613	Serratia		39612
47917	Serratia fonticola		39675
614	Serratia liquefaciens	Serratia liquefaciens	41226
615	Serratia marcescens		36783
618	Serratia odorifera	Serratia odorifera	41227
61652	Serratia rubidaea	_BLANK_	43824
616	Serratia sp.		39520
1327989	Serratia sp. FS14	_blank_	41255
22	Shewanella		37068
38313	Shewanella algae		36891
192073	Shewanella denitrificans	_blank_	45487
56812	Shewanella frigidimarina		40162
150120	Shewanella livingstonensis		40161
70863	Shewanella oneidensis		36933
24	Shewanella putrefaciens	_BLANK_	43825
50422	Shewanella sp.	_blank_	41536
1930557	Shewanella sp. FDAARGOS_354	_blank_	42790
332186	Shewanella xiamenensis		39674
620	Shigella		37069
621	Shigella boydii	placeholder	43386
300268	Shigella boydii Sb227	_blank_	41040
622	Shigella dysenteriae		36808
300267	Shigella dysenteriae Sd197		37604
623	Shigella flexneri		36870
42897	Shigella flexneri 2a		39537
198214	Shigella flexneri 2a str. 301	_blank_	40665
373384	Shigella flexneri 5 str. 8401	_blank_	41857
424720	Shigella flexneri Y	_blank_	42476
624	Shigella sonnei		36790
300269	Shigella sonnei Ss046	_blank_	41852
1074431	Shigella sp. SH165		36952
1074432	Shigella sp. SH202		36953
1074433	Shigella sp. SH219		39656
1074434	Shigella sp. SH223		39657
1074435	Shigella sp. SH257		36954
1074436	Shigella sp. SH284		36955
1074437	Shigella sp. SH361		39658
2910984	Solidesulfovibrio	_BLANK_	45527
184917	Solidesulfovibrio magneticus	_BLANK_	45528
573370	Solidesulfovibrio magneticus RS-1		39602
28453	Sphingobacterium	placeholder	43506
34087	Sphingobacterium faecium	_blank_	46223
649196	Sphingobacterium hotanense	_BLANK_	43826
165695	Sphingobium	null	45902
13690	Sphingobium yanoikuyae	placeholder	45859
13687	Sphingomonas	placeholder	43507
1620224	Sphingomonas sp. ALS-13		40286
1279	Staphylococcus		37074
29378	Staphylococcus arlettae	_blank_	42844
1280	Staphylococcus aureus		35508
452948	Staphylococcus aureus 930918-3		35529
553601	Staphylococcus aureus A10102		35585
553602	Staphylococcus aureus A10103		35586
553603	Staphylococcus aureus A10135		35587
553604	Staphylococcus aureus A10136		35588
553605	Staphylococcus aureus A10151		35589
553606	Staphylococcus aureus A10152		35590
553607	Staphylococcus aureus A10153		35591
553608	Staphylococcus aureus A10154		35592
553609	Staphylococcus aureus A10155		35593
553610	Staphylococcus aureus A10156		35594
553565	Staphylococcus aureus A5937		35549
553566	Staphylococcus aureus A5940		35550
553567	Staphylococcus aureus A5948		35551
553568	Staphylococcus aureus A6224		35552
553569	Staphylococcus aureus A6226		35553
553570	Staphylococcus aureus A6298		35554
553571	Staphylococcus aureus A6300		35555
553572	Staphylococcus aureus A6658		35556
553573	Staphylococcus aureus A8115		35557
553574	Staphylococcus aureus A8117		35558
553575	Staphylococcus aureus A8118		35559
553576	Staphylococcus aureus A8392		35560
553577	Staphylococcus aureus A8796		35561
553578	Staphylococcus aureus A8799		35562
553579	Staphylococcus aureus A8817		35563
553580	Staphylococcus aureus A8819		35564
553581	Staphylococcus aureus A9299		35565
553582	Staphylococcus aureus A9305		35566
553583	Staphylococcus aureus A9635		35567
553584	Staphylococcus aureus A9636		35568
553585	Staphylococcus aureus A9637		35569
553586	Staphylococcus aureus A9638		35570
553587	Staphylococcus aureus A9639		35571
553588	Staphylococcus aureus A9719		35572
553589	Staphylococcus aureus A9744		35573
553590	Staphylococcus aureus A9754		35574
553591	Staphylococcus aureus A9757		35575
553592	Staphylococcus aureus A9763		35576
553593	Staphylococcus aureus A9764		35577
553594	Staphylococcus aureus A9765		35578
553595	Staphylococcus aureus A9766		35579
553596	Staphylococcus aureus A9781		35580
553597	Staphylococcus aureus A9784		35581
553598	Staphylococcus aureus A9788		35582
553599	Staphylococcus aureus A9792		35583
553600	Staphylococcus aureus A9798		35584
455227	Staphylococcus aureus D30		35530
665030	Staphylococcus aureus ED98		35644
273036	Staphylococcus aureus RF122		35516
46170	Staphylococcus aureus subsp. aureus		35509
585120	Staphylococcus aureus subsp. aureus 01.7997.S		35599
644279	Staphylococcus aureus subsp. aureus 132		35642
585121	Staphylococcus aureus subsp. aureus 4022		35600
585122	Staphylococcus aureus subsp. aureus 4030		35601
585143	Staphylococcus aureus subsp. aureus 55/2053		35622
585123	Staphylococcus aureus subsp. aureus 55/2237		35602
585124	Staphylococcus aureus subsp. aureus 55/2798		35603
585125	Staphylococcus aureus subsp. aureus 55/3224		35604
585126	Staphylococcus aureus subsp. aureus 55/3488		35605
585127	Staphylococcus aureus subsp. aureus 58-362		35606
585144	Staphylococcus aureus subsp. aureus 58-424		35623
585128	Staphylococcus aureus subsp. aureus 65-1119		35607
585145	Staphylococcus aureus subsp. aureus 65-1322		35624
585129	Staphylococcus aureus subsp. aureus 65-20		35608
585130	Staphylococcus aureus subsp. aureus 66-1888		35609
585131	Staphylococcus aureus subsp. aureus 67-331		35610
585132	Staphylococcus aureus subsp. aureus 67-43		35611
585146	Staphylococcus aureus subsp. aureus 68-397		35625
1392476	Staphylococcus aureus subsp. aureus 6850	_blank_	42195
585133	Staphylococcus aureus subsp. aureus 68-81		35612
585134	Staphylococcus aureus subsp. aureus 69-172		35613
585135	Staphylococcus aureus subsp. aureus 69-412		35614
585136	Staphylococcus aureus subsp. aureus 75916		35615
585147	Staphylococcus aureus subsp. aureus A017934/97		35626
585137	Staphylococcus aureus subsp. aureus BH26-04		35616
585148	Staphylococcus aureus subsp. aureus Btn1260		35627
585149	Staphylococcus aureus subsp. aureus C101		35628
585150	Staphylococcus aureus subsp. aureus C160		35629
585151	Staphylococcus aureus subsp. aureus C427		35630
543538	Staphylococcus aureus subsp. aureus CGS00		35540
543539	Staphylococcus aureus subsp. aureus CGS01		35541
543540	Staphylococcus aureus subsp. aureus CGS03		35542
93062	Staphylococcus aureus subsp. aureus COL		35512
585152	Staphylococcus aureus subsp. aureus D139		35631
585153	Staphylococcus aureus subsp. aureus E1410		35632
685039	Staphylococcus aureus subsp. aureus ED133		35648
681288	Staphylococcus aureus subsp. aureus ED98		35647
585154	Staphylococcus aureus subsp. aureus EMRSA16		35633
585155	Staphylococcus aureus subsp. aureus H19		35634
585138	Staphylococcus aureus subsp. aureus HT20010559		35617
904778	Staphylococcus aureus subsp. aureus IS-88	_blank_	42704
359787	Staphylococcus aureus subsp. aureus JH1		35520
359786	Staphylococcus aureus subsp. aureus JH9		35519
869816	Staphylococcus aureus subsp. aureus JKD6159	_blank_	40393
985006	Staphylococcus aureus subsp. aureus LGA251	_blank_	42590
585156	Staphylococcus aureus subsp. aureus M1015		35635
585139	Staphylococcus aureus subsp. aureus M1016		35618
585140	Staphylococcus aureus subsp. aureus M765		35619
585157	Staphylococcus aureus subsp. aureus M809		35636
585141	Staphylococcus aureus subsp. aureus M859		35620
585158	Staphylococcus aureus subsp. aureus M876		35637
585159	Staphylococcus aureus subsp. aureus M899		35638
548470	Staphylococcus aureus subsp. aureus MN8		35545
680649	Staphylococcus aureus subsp. aureus MR1		35646
282458	Staphylococcus aureus subsp. aureus MRSA252		35517
282459	Staphylococcus aureus subsp. aureus MSSA476		35518
418127	Staphylococcus aureus subsp. aureus Mu3		35524
158878	Staphylococcus aureus subsp. aureus Mu50		35513
585891	Staphylococcus aureus subsp. aureus Mu50-omega		35641
196620	Staphylococcus aureus subsp. aureus MW2		35515
158879	Staphylococcus aureus subsp. aureus N315		35514
93061	Staphylococcus aureus subsp. aureus NCTC 8325		35511
561307	Staphylococcus aureus subsp. aureus RN4220	Staphylococcus aureus subsp. aureus RN4220	35597
523796	Staphylococcus aureus subsp. aureus ST398		35536
505321	Staphylococcus aureus subsp. aureus str. CF-Marseille		35533
546342	Staphylococcus aureus subsp. aureus str. JKD6008		35543
546343	Staphylococcus aureus subsp. aureus str. JKD6009		35544
426430	Staphylococcus aureus subsp. aureus str. Newman		35525
548474	Staphylococcus aureus subsp. aureus TCH130		35547
548473	Staphylococcus aureus subsp. aureus TCH60		35546
548475	Staphylococcus aureus subsp. aureus TCH70		35548
367830	Staphylococcus aureus subsp. aureus USA300		35521
451515	Staphylococcus aureus subsp. aureus USA300_FPR3757		35527
451516	Staphylococcus aureus subsp. aureus USA300_TCH1516		35528
450394	Staphylococcus aureus subsp. aureus USA300_TCH959		35526
585160	Staphylococcus aureus subsp. aureus WBG10049		35639
661155	Staphylococcus aureus subsp. aureus WI-184		35643
672189	Staphylococcus aureus subsp. aureus WKZ-1		35645
585161	Staphylococcus aureus subsp. aureus WW2703/97		35640
585142	Staphylococcus aureus subsp. aureus WW2707/97		35621
29388	Staphylococcus capitis	placeholder	45860
46126	Staphylococcus chromogenes		39565
29382	Staphylococcus cohnii		36766
1282	Staphylococcus epidermidis		36868
176280	Staphylococcus epidermidis ATCC 12228		37591
176279	Staphylococcus epidermidis RP62A		36894
246432	Staphylococcus equorum		39576
29383	Staphylococcus equorum subsp. equorum		39563
1293	Staphylococcus gallinarum	_blank_	45587
1283	Staphylococcus haemolyticus		36827
279808	Staphylococcus haemolyticus JCSC1435	_blank_	42718
1290	Staphylococcus hominis		39562
1284	Staphylococcus hyicus		39564
1285	Staphylococcus intermedius		36842
28035	Staphylococcus lugdunensis	Staphylococcus lugdunensis	41656
555791	Staphylococcus massiliensis	placeholder	45861
214473	Staphylococcus nepalensis	_blank_	45588
45972	Staphylococcus pasteuri	_BLANK_	43827
283734	Staphylococcus pseudintermedius	Staphylococcus pseudintermedius	41657
29385	Staphylococcus saprophyticus	_blank_	40387
1295	Staphylococcus schleiferi	_BLANK_	43828
1286	Staphylococcus simulans		39566
1292	Staphylococcus warneri		40034
1288	Staphylococcus xylosus		36844
40323	Stenotrophomonas	placeholder	43508
40324	Stenotrophomonas maltophilia		37076
69392	Stenotrophomonas sp.	_blank_	46226
2016	Streptoalloteichus	_BLANK_	45529
1933	Streptoalloteichus tenebrarius	_blank_	41214
34104	Streptobacillus	null	45903
34105	Streptobacillus moniliformis	placeholder	45862
1301	Streptococcus		37070
1311	Streptococcus agalactiae		36847
208435	Streptococcus agalactiae 2603V/R	_blank_	41042
216466	Streptococcus agalactiae serogroup V	_blank_	40450
1328	Streptococcus anginosus	_blank_	40138
862970	Streptococcus anginosus C1051		40031
862971	Streptococcus anginosus C238		40030
113107	Streptococcus australis	_blank_	41065
1329	Streptococcus canis	_BLANK_	43829
76860	Streptococcus constellatus	_blank_	40139
862969	Streptococcus constellatus subsp. pharyngis C1050		40029
696216	Streptococcus constellatus subsp. pharyngis C232		40026
862968	Streptococcus constellatus subsp. pharyngis C818		40032
45634	Streptococcus cristatus	_blank_	42074
1334	Streptococcus dysgalactiae	placeholder	45863
1336	Streptococcus equi		36765
1335	Streptococcus equinus	_BLANK_	43830
40041	Streptococcus equi subsp. zooepidemicus		36853
315405	Streptococcus gallolyticus	placeholder	45864
1302	Streptococcus gordonii	_blank_	42060
467705	Streptococcus gordonii str. Challis substr. CH1	_blank_	42066
1433513	Streptococcus gwangjuense	_BLANK_	43831
1346	Streptococcus iniae	placeholder	45865
1338	Streptococcus intermedius	_blank_	40140
862967	Streptococcus intermedius B196		40033
862966	Streptococcus intermedius C270		40027
150055	Streptococcus lutetiensis		39575
28037	Streptococcus mitis	placeholder	45866
1309	Streptococcus mutans	_blank_	45480
1303	Streptococcus oralis		39527
1318	Streptococcus parasanguinis	_blank_	42064
197614	Streptococcus pasteurianus	_BLANK_	43832
430515	Streptococcus phage 370.4		36760
1313	Streptococcus pneumoniae		35917
561276	Streptococcus pneumoniae ATCC 700669		39599
171101	Streptococcus pneumoniae R6		39596
487213	Streptococcus pneumoniae Taiwan19F-14		36914
170187	Streptococcus pneumoniae TIGR4		40078
1340	Streptococcus porcinus	_BLANK_	43833
257758	Streptococcus pseudopneumoniae	placeholder	45867
361101	Streptococcus pseudoporcinus	_BLANK_	43834
1314	Streptococcus pyogenes		36764
160490	Streptococcus pyogenes M1 GAS	_blank_	41901
198466	Streptococcus pyogenes MGAS315	_blank_	41321
186103	Streptococcus pyogenes MGAS8232		40082
370551	Streptococcus pyogenes MGAS9429	_blank_	40741
1305	Streptococcus sanguinis	Streptococcus sanguinis	42586
388919	Streptococcus sanguinis SK36	_blank_	42068
1310	Streptococcus sobrinus	placeholder	45868
1324	Streptococcus sp. G148		36859
1307	Streptococcus suis		39534
1308	Streptococcus thermophilus		39532
1349	Streptococcus uberis		36887
149016	Streptococcus urinalis	placeholder	45869
1883	Streptomyces		37071
68570	Streptomyces albulus		39514
1888	Streptomyces albus		40173
1889	Streptomyces ambofaciens		36864
1890	Streptomyces antibioticus		36823
1896	Streptomyces bikiniensis		39573
53446	Streptomyces cinnamoneus	_blank_	40498
100226	Streptomyces coelicolor A3(2)		36881
457430	Streptomyces filamentosus NRRL 11379	Streptomyces filamentosus NRRL 11379	36883
1906	Streptomyces fradiae		36838
1907	Streptomyces glaucescens		36901
1911	Streptomyces griseus		36903
1912	Streptomyces hygroscopicus		36900
1133850	Streptomyces hygroscopicus subsp. jinggangensis 5008		39581
1967	Streptomyces kanamyceticus		39523
39478	Streptomyces laurentii	_blank_	41352
1914	Streptomyces lavendulae	_blank_	42752
1915	Streptomyces lincolnensis		36862
1916	Streptomyces lividans		39569
1200984	Streptomyces lividans 1326		39551
55404	Streptomyces netropsis		39531
193462	Streptomyces niveus		39503
80859	Streptomyces ribosidificus		39530
1927	Streptomyces rimosus		36773
68264	Streptomyces rishiriensis		36876
149682	Streptomyces roseochromogenus subsp. oscitans	Streptomyces roseochromogenus subsp. oscitans	36877
