Original ID	Gene Name in CARD	ARO	Cut_Off	Database
blaCTX-M-90_1_FJ907381	CTX-M-90	3001950	Perfect	resfinder
blaCTX-M-91_1_GQ870432	CTX-M-91	3001951	Perfect	resfinder
blaCTX-M-92_1_GU127598	CTX-M-92	3001952	Perfect	resfinder
blaCTX-M-93_1_HQ166709	CTX-M-93	3001953	Perfect	resfinder
blaCTX-M-94_1_HM167760	CTX-M-94	3001954	Perfect	resfinder
blaCTX-M-95_1_FN813245	CTX-M-95	3001955	Perfect	resfinder
blaCTX-M-96_1_AJ704396	CTX-M-96	3001956	Perfect	resfinder
blaCTX-M-97_1_HM776707	CTX-M-97	3005667	Perfect	resfinder
blaCTX-M-98_1_HM755448	CTX-M-98	3001957	Perfect	resfinder
blaCTX-M-99_1_HM803271	CTX-M-99	3001958	Perfect	resfinder
blaCTX-M-9_1_AF174129	CTX-M-9	3001872	Perfect	resfinder
blaDES-1_1_AF426161	DES-1	3004780	Perfect	resfinder
blaDHA-10_1_KP050490	DHA-10	3002141	Perfect	resfinder
blaDHA-12_1_HG798963	DHA-12	3002143	Perfect	resfinder
blaDHA-13_1_KM087855	DHA-13	3002144	Perfect	resfinder
blaDHA-14_1_DQ478687	DHA-14	3002145	Perfect	resfinder
blaDHA-15_1_KM087853	DHA-15	3002146	Perfect	resfinder
blaDHA-16_1_KM087852	DHA-16	3002147	Perfect	resfinder
blaDHA-17_1_KM087850	DHA-17	3002148	Perfect	resfinder
blaDHA-18_1_KM087841	DHA-18	3002149	Perfect	resfinder
blaDHA-19_1_KM087849	DHA-19	3002150	Perfect	resfinder
blaDHA-1_1_Y16410	DHA-1	3002132	Perfect	resfinder
blaDHA-20_1_KM087848	DHA-20	3002151	Perfect	resfinder
blaDHA-21_1_KM087847	DHA-21	3002152	Perfect	resfinder
blaDHA-22_1_KM087856	DHA-22	3002153	Perfect	resfinder
blaDHA-23_1_KX068223	DHA-23	3002154	Perfect	resfinder
blaDHA-24_1_KU759569	DHA-24	3006465	Perfect	resfinder
blaDHA-25_1_KY563770	DHA-25	3006466	Perfect	resfinder
blaDHA-26_1_MH067966	DHA-26	3006467	Perfect	resfinder
blaDHA-27_1_MH067965	DHA-27	3006468	Perfect	resfinder
blaDHA-2_1_AF259520	DHA-2	3002133	Perfect	resfinder
blaDHA-3_1_AY494945	DHA-3	3002134	Perfect	resfinder
blaDHA-4_1_CP026046	DHA-4	3002137	Perfect	resfinder
blaDHA-5_1_JF273491	DHA-5	3002138	Perfect	resfinder
blaDHA-6_1_HQ322612	DHA-6	3002135	Perfect	resfinder
blaDHA-7_1_HQ456945	DHA-7	3002136	Perfect	resfinder
blaDHA-9_1_KJ207201	DHA-9	3002140	Perfect	resfinder
blaDIM-1_1_GU323019	DIM-1	3000848	Perfect	resfinder
blaEBR-1_1_AF416700	EBR-1	3000842	Perfect	resfinder
blaERP-1_1_AY077733	ERP-1	3004782	Perfect	resfinder
blaFAR-1_1_AF024601	FAR-1	3004784	Perfect	resfinder
blaFONA-1_1_AJ251239	FONA-1	3004788	Perfect	resfinder
blaFONA-2_1_AJ251240	FONA-2	3004789	Perfect	resfinder
blaFONA-3_1_AJ251241	FONA-3	3004790	Perfect	resfinder
blaFONA-4_1_AJ251242	FONA-4	3004791	Perfect	resfinder
blaFONA-5_1_AJ251243	FONA-5	3004792	Perfect	resfinder
blaFONA-6_1_AJ251244	FONA-6	3004793	Perfect	resfinder
blaFOX-10_1_JX049131	FOX-10	3002162	Perfect	resfinder
blaFOX-1_1_X77455	FOX-1	3002155	Perfect	resfinder
blaFOX-2_1_Y10282	FOX-2	3002156	Perfect	resfinder
blaFOX-3_1_Y11068	FOX-3	3002157	Perfect	resfinder
blaFOX-4_1_AJ277535	FOX-4	3002158	Perfect	resfinder
blaFOX-5_1_AY007369	FOX-5	3002159	Perfect	resfinder
blaFOX-6_1_AY034848	FOX-5	3002159	Perfect	resfinder
blaFOX-7_1_AJ703796	FOX-7	3002160	Perfect	resfinder
blaFOX-8_1_HM565917	FOX-8	3002161	Perfect	resfinder
blaFOX-9_1_JF896803	FOX-9	3002163	Perfect	resfinder
blaFRI-1_1_KT192551	FRI-1	3004797	Perfect	resfinder
blaFRI-2_1_KX620467	FRI-2	3004798	Perfect	resfinder
blaFRI-3_1_KY524440	FRI-3	3004799	Perfect	resfinder
blaFRI-4_1_NG_055267	FRI-4	3005027	Perfect	resfinder
blaFRI-5_1_MH208723	FRI-5	3005028	Perfect	resfinder
blaGES-10_1_FJ820124	GES-10	3002339	Perfect	resfinder
blaGES-11_1_FJ854362	GES-11	3002340	Perfect	resfinder
blaGES-12_1_FN554543	GES-12	3002341	Perfect	resfinder
blaGES-13_1_GU169702	GES-13	3002342	Perfect	resfinder
blaGES-14_1_GU207844	GES-14	3002343	Perfect	resfinder
blaGES-15_1_GU208678	GES-15	3002344	Perfect	resfinder
blaGES-16_1_HM173356	GES-16	3002345	Perfect	resfinder
blaGES-17_1_HQ874631	GES-17	3002346	Perfect	resfinder
blaGES-18_1_JQ028729	GES-18	3002347	Perfect	resfinder
blaGES-19_1_JN596280	GES-19	3002348	Perfect	resfinder
blaGES-1_1_HQ170511	GES-1	3002330	Perfect	resfinder
blaGES-20_1_JN596280	GES-20	3002349	Perfect	resfinder
blaGES-21_1_JQ772478	GES-21	3002350	Perfect	resfinder
blaGES-22_1_JX023441	GES-22	3002351	Perfect	resfinder
blaGES-23_1_KF179354	GES-23	3002352	Perfect	resfinder
blaGES-2_1_AF326355	GES-2	3002331	Perfect	resfinder
blaGES-3_1_AB113580	GES-3	3002332	Perfect	resfinder
blaGES-4_1_AB116723	GES-4	3002333	Perfect	resfinder
blaGES-5_1_DQ236171	GES-5	3002334	Perfect	resfinder
blaGES-6_1_AY494718	GES-6	3002335	Perfect	resfinder
blaGES-7_1_HM453325	GES-7	3002336	Perfect	resfinder
blaGES-8_1_AF329699	GES-8	3002337	Perfect	resfinder
blaGES-9_1_AY920928	GES-9	3002338	Perfect	resfinder
blaGIM-1_1_JF414726	GIM-1	3000845	Perfect	resfinder
blaGMB-1_1_MZ215787	GMB-1	3006889	Perfect	resfinder
blaGOB-10_1_AY647247	GOB-10	3004802	Perfect	resfinder
blaGOB-11_1_AY647248	GOB-11	3004803	Perfect	resfinder
blaGOB-12_1_AY647249	GOB-12	3004804	Perfect	resfinder
blaGOB-13_1_AY647251	GOB-13	3004805	Perfect	resfinder
blaGOB-14_1_AY647252	GOB-14	3004806	Perfect	resfinder
blaGOB-15_1_AY775547	GOB-15	3004807	Perfect	resfinder
blaGOB-16_1_GU188443	GOB-17	3008195	Perfect	resfinder
blaGOB-16_2_AY899331	GOB-16	3004808	Perfect	resfinder
blaGOB-17_1_AY899332	GOB-17	3008195	Perfect	resfinder
blaGOB-18_1_DQ004496	GOB-18	3004213	Perfect	resfinder
blaGOB-1_1_EF394442	GOB-48	3005696	Strict	resfinder
blaGOB-1_2_AF090141	GOB-1	3000850	Perfect	resfinder
blaGOB-2_1_AF189296	GOB-1	3000850	Strict	resfinder
blaGOB-3_1_AF189291	GOB-48	3005696	Strict	resfinder
blaGOB-4_1_AF189293	GOB-48	3005696	Strict	resfinder
blaGOB-5_1_AF189290	GOB-21	3005670	Strict	resfinder
blaGOB-6_1_AF189292	GOB-21	3005670	Strict	resfinder
blaGOB-7_1_AF189297	GOB-48	3005696	Strict	resfinder
blaGOB-8_1_AY348327	GOB-8	3004815	Perfect	resfinder
blaGOB-9_1_AY647246	GOB-9	3004816	Perfect	resfinder
blaHERA-1_1_AF311385	HER-1	3008200	Perfect	resfinder
blaHERA-2_1_AF398334	HER-2	3008201	Perfect	resfinder
blaHERA-3_1_AF398335	HER-3	3008202	Perfect	resfinder
blaHERA-4_1_AJ536088	HER-4	3008203	Perfect	resfinder
blaHERA-5_1_AJ536089	HER-5	3008204	Perfect	resfinder
blaHERA-6_1_AJ536090	HER-6	3008205	Perfect	resfinder
blaHERA-8_1_AJ536092	HER-8	3008206	Perfect	resfinder
blaIMI-1_1_U50278	IMI-1	3001858	Perfect	resfinder
blaIMI-2_1_DQ173429	IMI-2	3001859	Perfect	resfinder
blaIMI-3_1_GU015024	IMI-3	3001860	Perfect	resfinder
blaIMI-4_1_NG_049167	IMI-4	3001861	Perfect	resfinder
blaIMI-5_1_KX858825	IMI-5	3001862	Perfect	resfinder
blaIMP-10_1_AB074435	IMP-10	3002201	Perfect	resfinder
blaIMP-11_1_AB074436	IMP-11	3002202	Perfect	resfinder
blaIMP-12_1_AJ420864	IMP-12	3002203	Perfect	resfinder
blaIMP-13_1_AJ550807	IMP-13	3002204	Perfect	resfinder
blaIMP-14_1_AY553332	IMP-14	3002205	Perfect	resfinder
blaIMP-15_1_AY553333	IMP-15	3002206	Perfect	resfinder
blaIMP-16_1_AJ584652	IMP-16	3002207	Perfect	resfinder
blaIMP-17_1_AJ512502	IMP-17	3002208	Perfect	resfinder
blaIMP-18_1_AY780674	IMP-18	3002209	Perfect	resfinder
blaIMP-19_1_EF118171	IMP-19	3002210	Perfect	resfinder
blaIMP-1_1_EF027105	IMP-1	3002192	Perfect	resfinder
blaIMP-1b_1_MK388919	IMP-1	3002192	Perfect	resfinder
blaIMP-20_1_AB196988	IMP-20	3002211	Perfect	resfinder
blaIMP-21_1_AB204557	IMP-21	3002212	Perfect	resfinder
blaIMP-22_2_DQ361087	IMP-22	3002213	Perfect	resfinder
blaIMP-23_1_DQ417222	IMP-23	3002214	Perfect	resfinder
blaIMP-24_1_EF192154	IMP-24	3002215	Perfect	resfinder
blaIMP-25_1_EU541448	IMP-25	3002216	Perfect	resfinder
blaIMP-26_1_GU045307	IMP-26	3002217	Perfect	resfinder
blaIMP-27_1_JF894248	IMP-27	3002218	Perfect	resfinder
blaIMP-28_1_JQ407409	IMP-28	3002219	Perfect	resfinder
blaIMP-29_1_HQ438058	IMP-29	3002220	Perfect	resfinder
blaIMP-2_1_AJ243491	IMP-2	3002193	Perfect	resfinder
blaIMP-30_1_KM589497	IMP-30	3002221	Perfect	resfinder
blaIMP-31_1_KF148593	IMP-31	3002222	Perfect	resfinder
blaIMP-32_1_JQ002629	IMP-32	3002223	Perfect	resfinder
blaIMP-33_1_JN848782	IMP-33	3002224	Perfect	resfinder
blaIMP-34_1_AB715422	IMP-34	3002225	Perfect	resfinder
blaIMP-35_1_JF816544	IMP-35	3002226	Perfect	resfinder
blaIMP-37_1_JX131372	IMP-37	3002228	Perfect	resfinder
blaIMP-38_1_HQ875573	IMP-38	3002229	Perfect	resfinder
blaIMP-3_1_AB010417	IMP-3	3002194	Perfect	resfinder
blaIMP-40_1_AB753457	IMP-40	3002231	Perfect	resfinder
blaIMP-41_1_AB753458	IMP-41	3002232	Perfect	resfinder
blaIMP-42_1_AB753456	IMP-42	3002233	Perfect	resfinder
blaIMP-43_1_AB777500	IMP-43	3002234	Perfect	resfinder
blaIMP-44_1_AB777501	IMP-44	3002235	Perfect	resfinder
blaIMP-45_1_EU352796	IMP-45	3002236	Perfect	resfinder
blaIMP-48_1_KM087857	IMP-48	3002239	Perfect	resfinder
blaIMP-49_1_KP681694	IMP-49	3003657	Perfect	resfinder
blaIMP-4_1_AF244145	IMP-4	3002195	Perfect	resfinder
blaIMP-4_1_DQ307573	IMP-26	3002217	Perfect	resfinder
blaIMP-51_1_LC031883	IMP-51	3003659	Perfect	resfinder
blaIMP-52_1_LC055762	IMP-52	3004823	Perfect	resfinder
blaIMP-53_1_HM106457	IMP-53	3005463	Perfect	resfinder
blaIMP-54_1_KU052795	IMP-54	3005464	Perfect	resfinder
blaIMP-55_1_KT935306	IMP-55	3004494	Perfect	resfinder
blaIMP-56_1_KU315553	IMP-56	3004495	Perfect	resfinder
blaIMP-58_1_KU647281	IMP-58	3005465	Perfect	resfinder
blaIMP-59_1_KX196782	IMP-59	3005466	Perfect	resfinder
blaIMP-5_1_AF290912	IMP-5	3002196	Perfect	resfinder
blaIMP-60_1_LC159227	IMP-60	3005467	Perfect	resfinder
blaIMP-61_1_KX462700	IMP-61	3005468	Perfect	resfinder
blaIMP-62_1_KX753224	IMP-62	3005469	Perfect	resfinder
blaIMP-63_1_KX821663	IMP-63	3005470	Perfect	resfinder
blaIMP-64_1_KX949735	IMP-64	3005471	Perfect	resfinder
blaIMP-66_1_LC190726	IMP-66	3005473	Perfect	resfinder
blaIMP-67_1_MF281100	IMP-67	3005474	Perfect	resfinder
blaIMP-68_1_MF669572	IMP-68	3005019	Perfect	resfinder
blaIMP-6_1_AB753460	IMP-6	3002197	Perfect	resfinder
blaIMP-70_1_MG748725	IMP-70	3005476	Perfect	resfinder
blaIMP-71_1_MG818167	IMP-71	3005477	Perfect	resfinder
blaIMP-73_1_MH021848	IMP-73	3005478	Perfect	resfinder
blaIMP-74_1_MH243349	IMP-74	3005479	Perfect	resfinder
blaIMP-75_1_MH243350	IMP-75	3005480	Perfect	resfinder
blaIMP-7_1_AF318077	IMP-7	3002198	Perfect	resfinder
blaIMP-8_1_DQ845788	IMP-8	3002199	Perfect	resfinder
blaIMP-9_1_FJ655384	IMP-9	3002200	Perfect	resfinder
blaIND-10_1_GU206353	IND-10	3002266	Perfect	resfinder
blaIND-11_1_HM245379	IND-11	3002267	Perfect	resfinder
blaIND-12_1_HM245380	IND-12	3002268	Perfect	resfinder
blaIND-14_1_HM367709	IND-14	3002269	Perfect	resfinder
blaIND-15_1_AB563173	IND-15	3002270	Perfect	resfinder
blaIND-1_1_AF099139	IND-1	3002256	Perfect	resfinder
blaIND-2_2_AF219127	IND-2	3002257	Perfect	resfinder
blaIND-2a_4_AF219130	IND-2a	3002258	Perfect	resfinder
blaIND-2b_3_EF672681	IND-2	3002257	Perfect	resfinder
blaIND-2c_1_GU186042	IND-2	3002257	Perfect	resfinder
blaIND-3_1_AF219131	IND-3	3002259	Perfect	resfinder
blaIND-4_1_AF219135	IND-4	3002260	Perfect	resfinder
blaIND-5_1_AY504627	IND-5	3002261	Perfect	resfinder
blaIND-6_1_AM087455	IND-6	3002262	Perfect	resfinder
blaIND-7_1_AB529520	IND-7	3002263	Perfect	resfinder
blaIND-8_1_GU186044	IND-8	3002264	Perfect	resfinder
blaIND-9_1_GU186045	IND-9	3002265	Perfect	resfinder
blaJOHN-1_1_AY028464	JOHN-1	3000840	Perfect	resfinder
blaKHM-1_1_AB364006	KHM-1	3000847	Perfect	resfinder
blaKLUC-2_1_EF057432	KLUC-2	3006928	Perfect	resfinder
blaKLUC-3_1_JX185316	KLUC-3	3006929	Perfect	resfinder
blaKLUC-4_1_JX185317	KLUC-4	3006930	Perfect	resfinder
blaKPC-10_1_GQ140348	KPC-10	3002320	Perfect	resfinder
blaKPC-11_1_HM066995	KPC-11	3002321	Perfect	resfinder
blaKPC-12_1_HQ641422	KPC-12	3002322	Perfect	resfinder
blaKPC-13_1_HQ342889	KPC-13	3002323	Perfect	resfinder
blaKPC-14_1_JX524191	KPC-14	3002324	Perfect	resfinder
blaKPC-15_1_KC433553	KPC-15	3002325	Perfect	resfinder
blaKPC-16_1_KC465199	KPC-16	3002326	Perfect	resfinder
blaKPC-17_1_KC465200	KPC-17	3002327	Perfect	resfinder
blaKPC-18_1_KT884517	KPC-18	3002328	Perfect	resfinder
blaKPC-19_1_KJ775801	KPC-19	3002329	Perfect	resfinder
blaKPC-21_1_LN609376	KPC-21	3003145	Perfect	resfinder
blaKPC-22_1_KM379100	KPC-22	3003180	Perfect	resfinder
blaKPC-23_1_MH450213	KPC-23	3005356	Perfect	resfinder
blaKPC-24_1_KR052099	KPC-24	3004496	Perfect	resfinder
blaKPC-25_1_KU216748	KPC-25	3005357	Perfect	resfinder
blaKPC-26_1_KX619622	KPC-26	3005358	Perfect	resfinder
blaKPC-27_1_KX828722	KPC-27	3005359	Perfect	resfinder
blaKPC-28_1_KY282958	KPC-28	3005361	Perfect	resfinder
blaKPC-29_1_KY563764	KPC-29	3005360	Perfect	resfinder
blaKPC-2_1_AY034847	KPC-2	3002312	Perfect	resfinder
blaKPC-30_1_KY646302	KPC-30	3005364	Perfect	resfinder
blaKPC-31_1_MAPH01000113	KPC-31	3005362	Perfect	resfinder
blaKPC-32_1_MAPO01000050	KPC-32	3005363	Perfect	resfinder
blaKPC-33_1_CP025144	KPC-33	3005365	Perfect	resfinder
blaKPC-34_1_KU985429	KPC-34	3005366	Perfect	resfinder
blaKPC-35_1_MH404098	KPC-35	3005367	Perfect	resfinder
blaKPC-36_1_MH593787	KPC-36	3005368	Perfect	resfinder
blaKPC-37_1_MH718730	KPC-37	3005369	Perfect	resfinder
blaKPC-38_1_MK098861	KPC-38	3005370	Perfect	resfinder
blaKPC-39_1_MK118771	KPC-39	3005371	Perfect	resfinder
blaKPC-3_1_HM769262	KPC-3	3002313	Perfect	resfinder
blaKPC-40_1_NG_064726:101-988	KPC-40	3005372	Perfect	resfinder
blaKPC-41_1_MK497255	KPC-41	3005373	Perfect	resfinder
blaKPC-4_1_FJ473382	KPC-4	3002314	Perfect	resfinder
blaKPC-5_1_EU400222	KPC-5	3002315	Perfect	resfinder
blaKPC-6_1_EU555534	KPC-6	3002316	Perfect	resfinder
blaKPC-7_1_EU729727	KPC-7	3002317	Perfect	resfinder
blaKPC-8_1_FJ234412	KPC-8	3002318	Perfect	resfinder
blaKPC-9_1_FJ624872	KPC-23	3005356	Perfect	resfinder
blaL1_3_EF126059	L1 beta-lactamase	3000582	Loose	resfinder
blaLAP-1_1_EF026092	LAP-1	3004825	Perfect	resfinder
blaLAP-2_1_EU159120	LAP-2	3004826	Perfect	resfinder
blaLAT-1_1_X78117	LAT-1	3001857	Perfect	resfinder
blaLCR-1_1_X56809	LCR-1	3002997	Perfect	resfinder
blaLEN10_1_AJ635419	LEN-10	3002460	Perfect	resfinder
blaLEN12_1_AJ635406	LEN-12	3002462	Perfect	resfinder
blaLEN13_1_AJ635403	LEN-13	3002463	Perfect	resfinder
blaLEN15_1_AF452105	LEN-15	3002478	Perfect	resfinder
blaLEN16_1_AY743416	LEN-16	3002464	Perfect	resfinder
blaLEN17_1_EF205593	LEN-17	3002473	Perfect	resfinder
blaLEN18_1_AM850908	LEN-18	3002465	Perfect	resfinder
blaLEN19_1_AM850909	LEN-19	3002466	Perfect	resfinder
blaLEN1_1_X04515	LEN-1	3002454	Perfect	resfinder
blaLEN20_1_AM850910	LEN-20	3002467	Perfect	resfinder
blaLEN21_1_AM850911	LEN-21	3002468	Perfect	resfinder
blaLEN22_1_AM850912	LEN-22	3002469	Perfect	resfinder
blaLEN23_1_AM850913	LEN-23	3002470	Perfect	resfinder
blaLEN24_1_AM850914	LEN-24	3002471	Perfect	resfinder
blaLEN25_1_HQ709169	LEN-25	3002479	Perfect	resfinder
blaLEN26_1_JQ067123	LEN-26	3002474	Perfect	resfinder
blaLEN2_1_AY037780	LEN-2	3002455	Perfect	resfinder
blaLEN3_1_AY130286	LEN-9	3002459	Strict	resfinder
blaLEN4_1_AY130287	LEN-27	3006932	Strict	resfinder
blaLEN5_1_AY633109	LEN-5	3002456	Perfect	resfinder
blaLEN7_1_AJ635425	LEN-7	3002457	Perfect	resfinder
blaLEN8_1_AJ635424	LEN-8	3002458	Perfect	resfinder
blaLEN9_1_AJ635405	LEN-9	3002459	Perfect	resfinder
blaLMB-1_1_MH475146	LMB-1	3005018	Perfect	resfinder
blaLUT-1_1_AY695112	LUT-1	3006943	Perfect	resfinder
blaL_1_NG050597	Bla1	3000090	Loose	resfinder
blaL_2_NG050596	Bla1	3000090	Loose	resfinder
blaMAL-1_1_AJ277209	MAL-1	3006949	Perfect	resfinder
blaMAL-1_2_AJ609506	MAL-1	3006949	Perfect	resfinder
blaMIR-1_1_M37839	MIR-1	3002166	Perfect	resfinder
blaMIR-2_1_AY227752	MIR-2	3002168	Perfect	resfinder
blaMIR-3_1_AY743435	MIR-3	3002169	Perfect	resfinder
blaMIR-4_1_EF417572	MIR-4	3002167	Perfect	resfinder
blaMIR-5_1_FJ237367	MIR-5	3002170	Perfect	resfinder
blaMIR-6_1_JQ664733	MIR-6	3002171	Perfect	resfinder
blaMOR-2_1_AY235804	MOR-2	3006953	Perfect	resfinder
blaMOR_1_Y10283	DHA-21	3002152	Perfect	resfinder
blaMOX-1_1_D13304	MOX-1	3002182	Perfect	resfinder
blaMOX-2_1_AJ276453	MOX-2	3002183	Perfect	resfinder
blaMOX-3_1_EU515248	MOX-3	3002186	Perfect	resfinder
blaMOX-4_1_FJ262599	MOX-4	3002184	Perfect	resfinder
blaMOX-5_1_GQ152600	MOX-5	3002188	Perfect	resfinder
blaMOX-6_1_GQ152601	MOX-6	3002185	Perfect	resfinder
blaMOX-7_1_GQ152602	MOX-7	3002189	Perfect	resfinder
blaMUS-1_1_AF441286	MUS-1	3000843	Perfect	resfinder
blaNDM-10_1_KF361506	NDM-10	3002360	Perfect	resfinder
blaNDM-11_1_KP265939	NDM-11	3002361	Perfect	resfinder
blaNDM-12_1_AB926431	NDM-12	3002362	Perfect	resfinder
blaNDM-13_1_LC012596	NDM-13	3003182	Perfect	resfinder
blaNDM-14_1_KM210086	NDM-14	3003183	Perfect	resfinder
blaNDM-15_1_KP735848	NDM-15	3003663	Perfect	resfinder
blaNDM-16_1_KP862821	NDM-16a	3003664	Perfect	resfinder
blaNDM-17_1_KX812714	NDM-17	3004093	Perfect	resfinder
blaNDM-18_1_KY503030	NDM-18	3004861	Perfect	resfinder
blaNDM-19_1_MF370080	NDM-19	3004862	Perfect	resfinder
blaNDM-1_1_FN396876	NDM-1	3000589	Perfect	resfinder
blaNDM-20_1_KY654092	NDM-20	3004863	Perfect	resfinder
blaNDM-21_1_MG183694	NDM-21	3004864	Perfect	resfinder
blaNDM-22_1_MH243357	NDM-22	3004865	Perfect	resfinder
blaNDM-23_1_MH450214	NDM-23	3004866	Perfect	resfinder
blaNDM-24_1_MH450215	NDM-24	3004867	Perfect	resfinder
blaNDM-2_1_JF703135	NDM-2	3000590	Perfect	resfinder
blaNDM-3_1_JQ734687	NDM-3	3002354	Perfect	resfinder
blaNDM-4_1_JQ348841	NDM-4	3002355	Perfect	resfinder
blaNDM-5_1_JN104597	NDM-5	3000467	Perfect	resfinder
blaNDM-6_1_JN967644	NDM-6	3002356	Perfect	resfinder
blaNDM-7_1_JX262694	NDM-7	3002357	Perfect	resfinder
blaNDM-8_1_AB744718	NDM-8	3002358	Perfect	resfinder
blaNDM-9_1_KC999080	NDM-9	3002359	Perfect	resfinder
blaNMC-A_1_AJ536087	NmcA	3003589	Perfect	resfinder
blaNPS_1_AY027589	NPS-1	3004239	Perfect	resfinder
blaOCH-2_1_AJ295340	OCH-2	3002515	Perfect	resfinder
blaOCH-3_1_AJ295341	OCH-3	3002516	Perfect	resfinder
blaOCH-4_1_AJ295342	OCH-4	3002517	Perfect	resfinder
blaOCH-5_1_AJ295343	OCH-5	3002518	Perfect	resfinder
blaOCH-6_1_AJ295344	OCH-6	3002519	Perfect	resfinder
blaOCH-7_1_AJ295345	OCH-7	3002520	Perfect	resfinder
blaOCH-8_1_DQ489307	OCH-8	3002521	Perfect	resfinder
blaOKP-A-10_1_AM051149	OKP-A-10	3002427	Perfect	resfinder
blaOKP-A-11_1_AM850915	OKP-A-11	3002428	Perfect	resfinder
blaOKP-A-12_1_AM850915	OKP-A-12	3002429	Perfect	resfinder
blaOKP-A-13_1_FJ534513	OKP-A-13	3002430	Perfect	resfinder
blaOKP-A-14_1_FJ534512	OKP-A-14	3002431	Perfect	resfinder
blaOKP-A-15_1_FJ755841	OKP-A-15	3002432	Perfect	resfinder
blaOKP-A-16_1_FJ755840	OKP-A-16	3002433	Perfect	resfinder
blaOKP-A-1_1_AM051138	OKP-A-1	3002418	Perfect	resfinder
blaOKP-A-2_1_AM051139	OKP-A-2	3002419	Perfect	resfinder
blaOKP-A-3_1_AM051140	OKP-A-3	3002420	Perfect	resfinder
blaOKP-A-4_1_AM051142	OKP-A-4	3002421	Perfect	resfinder
blaOKP-A-5_1_AM051143	OKP-A-5	3002422	Perfect	resfinder
blaOKP-A-6_1_AM051144	OKP-A-6	3002423	Perfect	resfinder
blaOKP-A-7_1_AM051145	OKP-A-7	3002424	Perfect	resfinder
blaOKP-A-8_1_AM051147	OKP-A-8	3002425	Perfect	resfinder
blaOKP-A-9_1_AM051148	OKP-A-9	3002426	Perfect	resfinder
blaOKP-B-10_1_AM051160	OKP-B-10	3002443	Perfect	resfinder
blaOKP-B-11_1_AM051161	OKP-B-11	3002444	Perfect	resfinder
blaOKP-B-12_1_AJ635420	OKP-B-1	3002434	Strict	resfinder
blaOKP-B-13_1_AY825330	OKP-B-13	3002446	Perfect	resfinder
blaOKP-B-14_1_DQ995288	OKP-B-6	3002439	Strict	resfinder
blaOKP-B-15_1_AM850917	OKP-B-6	3002439	Perfect	resfinder
blaOKP-B-16_1_AM850918	OKP-B-5	3002438	Perfect	resfinder
blaOKP-B-17_1_AM850919	OKP-B-17	3002450	Perfect	resfinder
blaOKP-B-18_1_AM850920	OKP-B-18	3002451	Perfect	resfinder
blaOKP-B-19_1_AM850921	OKP-B-19	3002452	Perfect	resfinder
blaOKP-B-1_1_AM051150	OKP-B-1	3002434	Perfect	resfinder
blaOKP-B-20_1_AM850922	OKP-B-20	3002453	Perfect	resfinder
blaOKP-B-2_1_AM051151	OKP-B-2	3002435	Perfect	resfinder
blaOKP-B-3_1_AM051152	OKP-B-3	3002436	Perfect	resfinder
blaOKP-B-4_1_AM051153	OKP-B-4	3002437	Perfect	resfinder
blaOKP-B-5_1_AY512506	OKP-B-5	3002438	Perfect	resfinder
blaOKP-B-6_1_AY850171	OKP-B-6	3002439	Perfect	resfinder
blaOKP-B-7_1_AM051156	OKP-B-7	3002440	Perfect	resfinder
blaOKP-B-8_1_AM051157	OKP-B-8	3002441	Perfect	resfinder
blaOKP-B-9_1_AM051159	OKP-B-9	3002442	Perfect	resfinder
blaOXA-100_1_AM231720	OXA-100	3001438	Perfect	resfinder
blaOXA-101_1_AM412777	OXA-101	3001439	Perfect	resfinder
blaOXA-102_1_NZ_LWGP01000001	OXA-817	3006016	Perfect	resfinder
blaOXA-103_1_APQF01000011	OXA-103	3001707	Perfect	resfinder
blaOXA-104_1_EF581285	OXA-104	3001636	Perfect	resfinder
blaOXA-106_1_EF650032	OXA-106	3001637	Perfect	resfinder
blaOXA-107_1_LAVJ01000082	OXA-107	3001638	Perfect	resfinder
blaOXA-108_1_EF650034	OXA-108	3001639	Perfect	resfinder
blaOXA-109_1_EF650035	OXA-109	3001640	Perfect	resfinder
blaOXA-10_1_J03427	OXA-10	3001405	Perfect	resfinder
blaOXA-110_1_EF650036	OXA-110	3001641	Perfect	resfinder
blaOXA-111_1_EF650037	OXA-111	3001642	Perfect	resfinder
blaOXA-112_1_EF650038	OXA-112	3001643	Perfect	resfinder
blaOXA-113_1_EF653400	OXA-113	3001644	Perfect	resfinder
blaOXA-114a_1_EU188842	OXA-114a	3001609	Perfect	resfinder
blaOXA-114b_1_HM056040	OXA-114b	3005702	Perfect	resfinder
blaOXA-114c_1_HM056041	OXA-114c	3005703	Perfect	resfinder
blaOXA-114d_1_HM104633	OXA-114d	3005704	Perfect	resfinder
blaOXA-114e_1_HM104634	OXA-114e	3005705	Perfect	resfinder
blaOXA-114f_1_HM368375	OXA-114f	3005706	Perfect	resfinder
blaOXA-114g_1_HM368376	OXA-114g	3005707	Perfect	resfinder
blaOXA-115_1_EU029998	OXA-115	3001440	Perfect	resfinder
blaOXA-116_1_EU220744	OXA-698	3005905	Perfect	resfinder
blaOXA-117_1_GQ423625	OXA-117	3001442	Perfect	resfinder
blaOXA-118_1_AF371964	OXA-118	3001768	Perfect	resfinder
blaOXA-119_1_DQ767903	OXA-119	3001775	Perfect	resfinder
blaOXA-11_1_Z22590	OXA-11	3001406	Perfect	resfinder
